单词,词向量,近似top20 
big,"[ 0.19787277  0.29562002  0.05054081 -0.03304811 -0.16164209  0.15608472
 -0.07530332  0.09757385  0.04185961  0.21008405  0.06406175  0.13922565
  0.11185147  0.01625637  0.252086    0.13679002  0.05332502  0.04670339
 -0.0137239   0.02197517  0.07588645 -0.22984213 -0.07776303  0.0608936
 -0.31172287 -0.02085081  0.07512466 -0.05446586 -0.07378908 -0.04142992
  0.11418641 -0.2308364  -0.2899028   0.34791496  0.12159012  0.03455701
  0.0239314   0.1282904  -0.16197772 -0.11621217 -0.15359966 -0.03906351
  0.1426812   0.05623238  0.0912442  -0.02998561  0.01660713  0.2707446
 -0.16679685  0.00339383]","['failed', 'situation', 'wars', 'know', 'front', 'establishment', 'competition', 'promote', 'party', 'zhu', 'wish', 'china', 'global', 'present', 'third', 'continued', 'parties', 'proposed', 'side', 'expanding']"
line,"[ 0.08072258 -0.04507362 -0.23743494  0.14328843  0.06278578 -0.34506837
 -0.0192802  -0.05497624  0.10665126 -0.02263522 -0.03121052  0.10941678
  0.3733331   0.15377411 -0.06511896  0.06244148 -0.29377604  0.24231435
 -0.16834408 -0.20064197 -0.01834051 -0.01269673  0.27340448 -0.04284893
 -0.143768    0.2722996   0.10439858 -0.12947497 -0.0832284   0.13700666
  0.02022902  0.01719258 -0.17834966 -0.14958623 -0.01209031 -0.09116997
 -0.21998732  0.07982024 -0.10863717 -0.16963908 -0.18958767 -0.17409617
  0.0026629  -0.17338991  0.08764587 -0.04186978 -0.09953264  0.15495136
 -0.33133504 -0.13824414]","['failed', 'western', 'around', 'deal', 'taken', 'aircraft', 'achieved', 'chen', 'situation', 'crossstrait', 'leading', 'jintao', 'day', 'evil', 'positive', 'funds', '4', 'results', 'competition', 'united']"
democratic,"[ 0.24868476  0.24067304  0.05744762  0.08060396  0.22808999 -0.16058816
 -0.32777238 -0.129667    0.24831268  0.04568904  0.2507507  -0.0385996
  0.15364426  0.12331498  0.00322464  0.16192175  0.15919894 -0.20457828
 -0.15210484  0.0257706  -0.15082793  0.37667006 -0.12032934  0.15232982
 -0.03612088 -0.07649522 -0.03144441 -0.06461368  0.19875805 -0.06735016
  0.3727174  -0.1378416   0.16776456 -0.07478075  0.28727722  0.07458272
 -0.26772842  0.06422576  0.1618267  -0.07517193  0.19924155  0.09009121
 -0.00068934 -0.324416    0.05469923  0.08727227 -0.2447288   0.4707845
  0.23054624  0.32724735]","['use', 'products', 'act', 'maintained', 'made', 'failed', 'signed', 'water', 'task', 'wishes', 'safeguarding', 'session', 'results', 'eight', 'comprehensively', 'facts', 'characteristics', 'field', 'zhang', 'department']"
implement,"[-0.11993335 -0.20208439 -0.31673947  0.12880923  0.29391733 -0.13215005
 -0.03231444  0.11560953  0.23179261  0.0261781   0.11520311 -0.01111102
 -0.02615281  0.10610431  0.32618743  0.01080565 -0.17237258 -0.01004265
 -0.06637453 -0.24560277  0.2006259   0.17648242 -0.18802358  0.24025202
  0.03689043  0.01640167  0.2574363   0.11571687 -0.17595716 -0.10485978
  0.10185993 -0.15516806  0.251702   -0.12300728  0.18509924  0.06384341
  0.19138224 -0.04674036 -0.01500949 -0.1791469  -0.15056829 -0.1111458
  0.02656006 -0.36236453  0.37416092  0.12055855 -0.26830178 -0.27597803
  0.12080863  0.22710179]","['side', 'session', 'achieved', 'clinton', 'productive', 'building', 'agriculture', 'safeguarding', 'continued', 'cpc', 'religious', 'discussion', 'agricultural', 'improvement', 'number', 'complete', 'failed', 'positive', 'diplomatic', 'progress']"
circles,"[-0.20195548  0.03680271  0.10901903 -0.03272845 -0.0349388  -0.0444072
 -0.0711811   0.19857599 -0.06319714 -0.02177902  0.15962246 -0.2500616
 -0.00283488 -0.00541473 -0.05819903 -0.14040348  0.1797667  -0.0293966
  0.00919116 -0.02344014 -0.06984514 -0.11746703 -0.04848814 -0.01755798
  0.19481362 -0.09203518 -0.03237233  0.06899712  0.0663849  -0.0739515
 -0.02817613  0.21019529 -0.0912066   0.1142418  -0.06169725  0.22294769
 -0.09723265  0.16973032  0.17487529  0.13826498 -0.10674277 -0.01897494
 -0.06711944  0.00953888 -0.30896655 -0.13842511 -0.02928573 -0.20824052
  0.14451209  0.13760495]","['made', 'failed', 'companies', 'plan', 'part', 'complete', 'role', 'political', 'future', 'department', 'situation', 'family', 'theory', 'systems', 'europe', 'arms', 'fields', 'land', 'position', 'common']"
visited,"[ 0.13726464  0.2621684  -0.13169734 -0.27011427 -0.13563056  0.22388776
 -0.22185433  0.23920074 -0.4569189   0.5039775   0.27305546 -0.06567508
 -0.11250359 -0.1990524   0.12437335 -0.3227464  -0.10723814  0.21845905
 -0.16294074  0.04043076  0.0915311  -0.22279288 -0.40013313  0.09574693
  0.29461625  0.22665034  0.27523968  0.06827649  0.14935519  0.12707165
 -0.38795733 -0.09817494  0.35980076  0.2115968   0.17504737 -0.31659207
  0.11403912 -0.14707425 -0.20884527  0.04219578  0.18892539  0.13415805
  0.16915073 -0.00776057 -0.25693274  0.2746849   0.1392345   0.21259367
 -0.18481773 -0.13616146]","['great', 'repeatedly', 'sound', 'responsibility', 'uphold', 'real', 'led', 'impact', 'ninth', 'conducted', 'economic', 'court', 'outstanding', 'korea', 'view', 'beneficial', 'vice', 'october', 'share', 'opportunities']"
election,"[-0.08245631  0.17949215  0.21793582  0.09754402 -0.00053245  0.00090142
 -0.08471011 -0.24493033 -0.00551126  0.08854766  0.02396854 -0.28421816
 -0.00610028  0.16846387 -0.11563451 -0.12351164 -0.08491138  0.11104976
 -0.01268388  0.09284739  0.05703375 -0.0379517  -0.38650405 -0.123914
  0.3262911   0.38389465  0.08242873 -0.06468734  0.08987243  0.28100574
 -0.22767    -0.25191116  0.15987666  0.14031854  0.11358812  0.14470477
 -0.19302315 -0.10192879 -0.23244987 -0.06068971 -0.15314388 -0.11071146
 -0.04820288 -0.16929278 -0.00779122 -0.14504364  0.15264823 -0.104213
 -0.17405641 -0.11081518]","['led', 'back', 'cpc', 'political', 'effectively', 'says', 'economy', 'know', 'failed', 'resources', 'efforts', 'impact', 'future', 'last', '10', 'cold', 'real', 'plan', 'need', 'take']"
like,"[ 0.0868625   0.08855823  0.07603992  0.09227686  0.01843798  0.0551791
 -0.14057149  0.11111601 -0.09378761  0.07198749  0.17711398  0.01910025
  0.07231556  0.15833682 -0.13709809 -0.29775235  0.4403782   0.17624895
  0.06241083 -0.12319936  0.03134235 -0.28268477 -0.03278832 -0.12519866
 -0.07201816 -0.1718404   0.10422695 -0.17252882 -0.00219391 -0.15186429
 -0.00685016  0.09663117  0.09879491  0.25891107  0.04820776  0.01394993
 -0.16131298  0.1328011   0.11532921  0.1731825  -0.04991758 -0.15918477
  0.04071134  0.1108883   0.06083686  0.00094456 -0.1372819   0.08778523
 -0.12150411  0.01120407]","['failed', 'congress', 'made', 'political', 'human', 'implement', 'role', 'parties', 'services', 'land', 'drive', 'wish', 'vice', 'efforts', 'future', 'well', 'financial', 'strengthening', 'part', 'europe']"
agricultural,"[-0.0938149  -0.09072898  0.32075822 -0.2519637  -0.18825328  0.09961654
  0.07120006 -0.23530853 -0.22218065  0.11090581 -0.01385581 -0.19931705
 -0.05874493 -0.06917767  0.408158    0.11500277 -0.3223171  -0.22813062
  0.21399593 -0.23704298  0.03885147 -0.06442136  0.38769868  0.04076392
  0.00637477 -0.23705198 -0.04646803 -0.5932237  -0.32545263 -0.10249036
  0.05066865  0.11755002 -0.04388454  0.1404308   0.23256585  0.1288311
 -0.17142525 -0.5135333   0.17722338 -0.42555362 -0.42493734 -0.07238122
  0.24870422 -0.47727522  0.16103801 -0.16188459 -0.10096679  0.12272399
  0.13505182 -0.181377  ]","['know', 'september', 'comprehensive', 'demands', 'groups', 'nuclear', 'understanding', 'indicated', 'meanwhile', 'western', 'incident', 'peng', 'expand', 'growth', 'direction', 'hard', 'arms', 'part', 'could', 'exist']"
third,"[ 0.10188691  0.18855077 -0.02186428  0.20454314  0.26326934 -0.15041132
  0.13996324 -0.16298471 -0.03098575  0.14351225  0.08817791  0.05130374
  0.0809105  -0.24714106  0.07191984 -0.04689872 -0.18837792 -0.03736323
 -0.05434453 -0.02989371  0.08433191  0.05666564 -0.25713864  0.22874504
  0.05010984  0.02659129  0.36356306 -0.07465717 -0.17390043 -0.08180859
  0.13565472 -0.06621893  0.11989725  0.01667711  0.1988814  -0.07923989
 -0.01640308 -0.14327562  0.07535811 -0.21254584  0.25843012 -0.03928654
  0.14154471  0.14423862  0.02067258 -0.12975971 -0.1781463  -0.02610377
  0.09116849 -0.05274377]","['political', 'cpc', 'failed', 'compatriots', 'without', 'stressed', 'allround', 'immediately', 'agriculture', 'building', 'side', 'hard', 'peace', 'relevant', 'task', 'came', 'opening', 'jiaxuan', 'well', 'governments']"
total,"[ 0.14572647  0.23692304  0.09043002 -0.05988101 -0.22620161 -0.02231222
 -0.18995693 -0.07538196  0.06505675  0.00409087  0.20991305 -0.01477335
  0.03107063  0.20488548  0.00565276  0.12664151 -0.17765747 -0.22746141
 -0.19140492 -0.15214646  0.05550625 -0.01534771 -0.10833668  0.06906015
 -0.11009166 -0.05470688 -0.30848157 -0.08508778 -0.06861912  0.01826082
  0.05817765 -0.1272467  -0.44013414  0.06829518  0.05300351 -0.06790125
 -0.05786122 -0.1011389  -0.07028688  0.15665217 -0.37393737  0.2136453
 -0.00289692  0.25973544 -0.15114713 -0.04663588  0.12414213 -0.04946348
 -0.23128277  0.17347057]","['failed', 'added', 'situation', 'exchange', 'know', 'every', 'aircraft', 'natural', 'evil', 'final', 'main', 'department', 'governments', 'impact', 'council', 'plans', 'join', 'committee', '10th', 'supervision']"
cooperative,"[-0.03860222  0.04361721  0.3147204   0.33419988 -0.3470184   0.07466344
  0.17380571  0.01988527 -0.16953683  0.07270739 -0.47027856  0.26876685
  0.03826406  0.5563696   0.08037184 -0.20258807 -0.21512885 -0.07615572
  0.10538239  0.32641977  0.10025253 -0.12915753  0.35838866 -0.29745218
 -0.21316472  0.11142519 -0.0907575  -0.31455392  0.02205307  0.16203566
 -0.15055914  0.06904621  0.07159493  0.1151131  -0.10999823 -0.18000296
 -0.09531748 -0.05000529  0.1506789   0.04352509  0.15761113  0.17069739
 -0.0125367   0.26306134  0.00747597  0.21321249  0.09593976  0.09364993
 -0.21456453 -0.2303417 ]","['indeed', 'dprk', 'however', 'scope', 'failed', 'shows', 'macao', 'living', 'workers', 'goal', 'industry', 'toward', 'sides', 'mainly', 'policy', 'certain', 'leader', 'facing', 'crossstrait', 'rate']"
shall,"[-0.2840214   0.13601466 -0.25375348  0.10689156 -0.13282117  0.09883568
 -0.20487383 -0.04092847  0.369032   -0.13641158  0.1246551  -0.24095474
  0.08530939 -0.01799683 -0.18834451 -0.06121879 -0.3412212  -0.345119
  0.03442078 -0.3098885  -0.27118    -0.04054502  0.41830057 -0.0420318
  0.1450383   0.01451481 -0.30829358 -0.11233383  0.30928636 -0.29835105
 -0.07296728 -0.23060368 -0.32627368 -0.34523195  0.04868511  0.06033954
 -0.27522796 -0.2852011   0.22823003  0.13474637  0.01165392 -0.1519937
  0.2571737   0.06474794 -0.19124092 -0.3760777   0.07770955 -0.12103034
  0.04449764  0.0331323 ]","['1999', 'contacts', 'need', 'chairman', 'incident', 'natural', 'territory', 'practical', 'words', 'prc', 'taking', 'systems', 'arms', 'exchange', 'department', 'well', 'committee', 'may', 'think', 'back']"
structure,"[ 0.03615448  0.26507044 -0.07516596  0.01017333  0.07289039 -0.1115922
  0.0899213  -0.10372506  0.063996   -0.02668846 -0.05850484 -0.09925022
 -0.21412295 -0.05295541  0.06407403 -0.02239782  0.3144076   0.01272107
  0.13734835 -0.08044615 -0.12955971  0.07909556 -0.02971951 -0.03496814
  0.03332564 -0.00482721  0.1432909  -0.05186324  0.07223076 -0.06459225
 -0.20911403 -0.00830492  0.15371203 -0.31220964  0.14381726  0.13157438
  0.16155107 -0.12531376 -0.11154824  0.05304136 -0.13496006 -0.09495562
  0.07145444 -0.03798963  0.0414675   0.1490938  -0.10019724 -0.09606382
  0.00957576  0.01784104]","['failed', 'according', 'systems', 'improvement', 'peace', 'well', 'cpc', 'political', 'high', 'talks', 'province', 'efforts', 'think', 'socialist', 'jintao', 'projects', 'economy', 'task', 'exchanges', 'committees']"
carried,"[ 0.04217901 -0.21057798 -0.06785702 -0.04521191 -0.1130402  -0.18728152
 -0.02667221 -0.11364953  0.02380352 -0.18494783  0.18118146 -0.05972512
 -0.00564377  0.02865948  0.08876449  0.09264188  0.05650028 -0.23828098
  0.05245753  0.11044521  0.05758046  0.02933365  0.06479475 -0.01955869
  0.05789306  0.0145416  -0.04535527 -0.01755865  0.0663559   0.17675222
 -0.02150178  0.01586169  0.17148696  0.01215223  0.22305536 -0.05820519
 -0.25253212 -0.02978753  0.04399133  0.19777988  0.03287678 -0.17377284
  0.20474611  0.13987513  0.00573665 -0.13091396  0.11980169 -0.16673155
 -0.06019932 -0.01459683]","['failed', 'economy', 'plan', 'systems', '100', 'fourth', 'reunification', 'regional', 'community', 'made', 'discussion', 'across', 'socialist', 'cpc', 'lu', 'impact', 'evil', 'nuclear', 'know', 'human']"
exercise,"[-0.05013637 -0.09344122  0.07881419  0.02195511  0.05825384  0.02430827
  0.23776717 -0.3995714   0.15686443  0.21883735  0.32247832 -0.22492044
  0.12516351 -0.14530914 -0.1882756   0.1061821  -0.08092014 -0.21407527
  0.2448129   0.07189366  0.12959452 -0.16108344  0.36743158  0.03313646
  0.05278344  0.20733815 -0.02794986 -0.03229719  0.05157139  0.16179092
 -0.04469915 -0.13214579 -0.06528518 -0.14617062  0.04864091  0.00933788
  0.34772503  0.1464182   0.27425385  0.01219399 -0.15444812  0.13816217
 -0.04771829  0.06837669  0.0023662  -0.23977767  0.07403702  0.02299672
 -0.08874238 -0.12745717]","['deep', 'well', 'failed', 'network', 'next', 'exchange', 'plan', 'south', 'due', 'form', 'peace', 'open', 'expand', 'made', 'bush', 'competition', 'hard', 'know', 'toward', 'fields']"
zhang,"[ 0.05181061  0.3509768   0.31008872 -0.23386894 -0.19916558  0.03546239
 -0.0213528  -0.03212404 -0.35117564  0.10382093  0.1264202   0.16412228
  0.11543548  0.01887873  0.44046095 -0.12125325 -0.1625484  -0.15706222
 -0.15996218  0.24093139 -0.14022937 -0.29771206 -0.29412308  0.06711698
 -0.09740961 -0.32147592 -0.02573274  0.14254361  0.06455157  0.2641683
 -0.24642937 -0.09320527 -0.01983976 -0.1669931   0.22252913  0.1185918
 -0.298428    0.06481198 -0.18546951 -0.1444814   0.13870439 -0.1926503
 -0.05907067  0.19905853 -0.00064556  0.03780598  0.47838762 -0.2574807
  0.35235447 -0.11125547]","['principles', 'responsibility', 'korea', 'view', 'member', 'used', 'economy', 'guarantee', 'asia', 'socalled', 'changes', 'situation', 'know', 'emphasized', 'theory', 'socialist', 'reached', '10th', 'committees', 'hard']"
impact,"[ 0.05105722 -0.11772408  0.15411532 -0.07308149 -0.08418873 -0.30447558
 -0.01519767  0.02423448  0.08148064  0.00148684 -0.08321396  0.07614562
  0.03718496 -0.01064938  0.03838709  0.12782662 -0.05554295  0.07648439
  0.03349628 -0.1787334   0.04684507  0.14767675 -0.09849018 -0.1713453
  0.04585903 -0.27863035  0.00102295  0.1055636   0.03436726 -0.01689077
 -0.03269012  0.05269147  0.21727593 -0.15789875  0.02819202 -0.09816536
 -0.07774343 -0.01634018  0.13676527  0.2158919   0.20837216  0.17114492
 -0.029759   -0.02547177 -0.04905517  0.1861181  -0.19078514  0.05786857
  0.08645343 -0.11880374]","['failed', 'task', 'struggle', 'part', 'agriculture', 'propaganda', 'systems', 'nuclear', 'peace', 'around', 'rate', 'rich', 'building', 'level', 'human', 'changes', 'jintao', 'entry', 'korea', 'opening']"
reason,"[-0.03770398 -0.07344553 -0.04578691 -0.10184531 -0.12078442 -0.18129657
 -0.24364336  0.03594758 -0.07967288  0.06698836  0.08274805  0.08447821
  0.01770044  0.01491111 -0.02192868 -0.13442746 -0.03561645 -0.20682444
  0.06669715  0.13133177  0.22190277  0.03482673 -0.09393588  0.05442925
  0.11288054  0.12074876  0.02740524  0.08508555  0.16175053  0.12373211
 -0.16034193 -0.12685825  0.11328958  0.0938484  -0.0824234  -0.08126631
  0.06214692 -0.0461413  -0.08157429 -0.00877419 -0.07783663 -0.00489743
 -0.03377535  0.0193506  -0.0971784  -0.04206387  0.16216803  0.02620323
 -0.23476438  0.34518677]","['failed', 'water', 'dialogue', 'plans', 'plan', 'unity', 'yet', 'development', 'evil', 'investment', '50', 'stressed', 'structure', 'united', 'building', 'cpc', 'situation', 'positive', '10th', 'added']"
strength,"[ 0.10322411 -0.07847746  0.00368883  0.03516891  0.05524253 -0.03255669
 -0.09698386 -0.22170033  0.1765717   0.0943552   0.02623809 -0.02574839
  0.2689159  -0.04762131 -0.01809127 -0.13385707  0.29704866  0.34639123
 -0.3233258   0.09483555 -0.00466229  0.02059323 -0.23908539  0.044634
 -0.21270888 -0.07169489  0.0598831  -0.14943154 -0.17747566  0.0209115
 -0.08788038 -0.24591956  0.32582757 -0.17415582  0.07509457 -0.1104394
  0.28958672  0.05097556 -0.3765888  -0.3154438  -0.00201396 -0.3076889
  0.10505546 -0.00748203  0.01431862 -0.17747925  0.20767353  0.22275072
 -0.09112237  0.03864489]","['high', 'building', 'cpc', 'zemin', 'situation', 'socialist', 'china', 'positive', 'efforts', '40', 'another', 'united', 'failed', 'cold', 'safeguarding', 'million', 'really', 'command', 'questions', 'open']"
russian,"[ 0.09440865 -0.01234837 -0.041876   -0.12961456  0.27479067  0.33577168
  0.08986495  0.04790169 -0.41505852 -0.12756966 -0.00523158  0.08988217
  0.0261041   0.04531306 -0.19582944 -0.31663007  0.06650116  0.18400508
  0.34520048 -0.20138663  0.18019752  0.07061216 -0.2160064   0.46289983
  0.12466198 -0.08429871 -0.12951458  0.07530063  0.03147847  0.36344308
 -0.00128258  0.34033784  0.28637052  0.4960951   0.06365819  0.07035678
  0.21788608 -0.01084756  0.09718203 -0.40709677  0.17191131  0.1801734
 -0.14419156  0.10485269 -0.3059927   0.47286165 -0.05708493  0.05617188
  0.02234461  0.2206379 ]","['understand', 'five', 'failed', 'led', 'personnel', 'agriculture', 'outstanding', 'tremendous', 'wish', 'real', '50', 'new', 'regarding', 'space', 'next', 'budget', 'members', 'family', 'peace', 'commission']"
far,"[ 0.17835177  0.2507694  -0.03545164 -0.20659819 -0.09282956  0.04964584
 -0.22940674  0.3723793  -0.02283242 -0.0346068   0.15304627  0.03913942
 -0.1352833  -0.18280153  0.01621468  0.18612053 -0.10709392 -0.12813736
 -0.18338214 -0.06277717  0.18158779 -0.10850342  0.00867678 -0.12942536
  0.10437956  0.06107968 -0.15957206  0.14253336 -0.03562119 -0.12836
 -0.09863637  0.21032561 -0.0992031   0.24010134 -0.01750884  0.1275911
 -0.04705513  0.01167368 -0.22345501  0.20275535 -0.10930953  0.04641929
 -0.18071568 -0.20962109  0.16491523 -0.03009046 -0.10382404 -0.06234074
  0.10174087 -0.07604653]","['complete', 'failed', 'know', 'financial', 'situation', 'wish', 'made', 'role', 'strengthening', 'attack', 'community', 'governments', 'onechina', 'political', 'members', 'peoples', 'actual', 'united', 'plans', 'hu']"
result,"[ 0.29471546  0.00187923  0.13741551 -0.12650268 -0.2834961  -0.08052797
 -0.02599666  0.1056499  -0.0151108  -0.00511606  0.12257577  0.09214816
  0.28225765 -0.00187759 -0.12026139 -0.11889011  0.01260913  0.01961301
  0.01082915  0.19897284 -0.10250854 -0.17340502 -0.26606122  0.07210756
 -0.1405238  -0.03092819 -0.04821162 -0.10660647  0.06244007 -0.09724028
 -0.08552642 -0.02689762 -0.04506547  0.0866283   0.03375221  0.0348425
  0.05253503 -0.25626877  0.01861335 -0.00306939 -0.01871405 -0.06880193
 -0.0682572  -0.15806745  0.06704052 -0.19804974 -0.0687265   0.00542572
  0.09503173 -0.26445782]","['know', 'failed', 'situation', 'made', 'political', 'united', 'stated', 'theory', 'financial', 'changes', 'expanding', 'aircraft', 'well', 'role', 'going', 'current', 'planes', 'complete', 'technological', 'defense']"
million,"[ 0.06843162  0.12470123  0.378894   -0.00394276 -0.03496508  0.05903853
 -0.30468726 -0.14254253 -0.00830257  0.05690128 -0.19723265 -0.06010079
 -0.3932008  -0.24599048  0.02576828  0.31465885  0.20031263  0.05265099
  0.05031669 -0.25036007 -0.06370019 -0.03202014 -0.14189576  0.07565107
  0.27861232 -0.04509383  0.15170404 -0.14844513  0.09908257  0.22285365
  0.18209685 -0.12515253  0.19188245  0.3668633  -0.21312015  0.04570287
  0.13715765  0.09866389 -0.0527516   0.080921   -0.48092094 -0.35398647
  0.3550671  -0.05759661  0.07016428  0.00934558  0.06602777 -0.17676578
 -0.28896305  0.2895039 ]","['fully', 'importance', 'actual', 'morning', 'assistance', 'competition', 'overseas', 'understanding', 'country', 'rok', 'yet', 'whether', 'special', 'take', 'failed', 'open', 'systems', 'educational', 'investment', 'community']"
give,"[ 0.08713983 -0.04115966  0.06975812  0.21026592 -0.04681187  0.04627696
  0.04105484 -0.15429345  0.04611704  0.04812319  0.27111918 -0.25183192
  0.08835781 -0.13588566 -0.02555373  0.2154025   0.00578782 -0.10761418
 -0.09648891  0.18991771 -0.09987887 -0.04341377 -0.07212691  0.0989661
 -0.12888272  0.03284281  0.39899617 -0.03942423  0.15334474 -0.20048395
 -0.0984353   0.03237857  0.19600499 -0.08163682  0.1702194  -0.09819297
  0.0112672   0.03136111 -0.04458322 -0.13775359  0.21430475 -0.08819421
  0.01077602 -0.2847075  -0.02897415  0.04593339  0.12748098  0.02867578
 -0.22250463  0.03342304]","['allround', 'cpc', 'done', 'zemin', 'failed', 'socialist', 'unity', 'able', 'meet', 'shanghai', 'ninth', 'situation', 'high', 'published', 'resources', 'efforts', 'systems', 'investment', 'effectively', 'ago']"
1999,"[-0.21319966  0.20325157 -0.07806744  0.00166777 -0.01468022  0.15019584
 -0.13536772 -0.05781595 -0.14881915  0.23965222  0.08275031 -0.05094011
 -0.34647095  0.32563975  0.22872661  0.11096805  0.10221246 -0.17305419
  0.3404599  -0.03354783  0.0317288   0.00958158  0.07452898 -0.129692
  0.18829362  0.09793185  0.03930635  0.13292651  0.05309843  0.18913272
  0.02205802  0.02435846  0.1319788  -0.305346    0.10552835  0.13467842
 -0.1605444   0.03558921 -0.07901455 -0.04302809  0.22673732 -0.13073288
  0.0832717   0.00467662 -0.20273925  0.14035882 -0.06494994 -0.21537341
 -0.3313546  -0.02683666]","['back', 'exchanges', 'economy', 'failed', 'well', 'country', 'according', 'plan', '100', 'evil', 'chief', 'shall', 'socalled', 'province', 'cpc', 'jiang', 'historic', 'civil', 'structure', 'final']"
regulations,"[-0.2292144   0.3031857  -0.11086593  0.2826412  -0.20457153 -0.11278743
 -0.14379661  0.07133286  0.14397861 -0.05960526  0.04083982 -0.06988467
 -0.10120875 -0.02898968  0.00409677  0.12174608 -0.13399628 -0.04587003
  0.19065526 -0.18189418 -0.1027322  -0.07337052  0.032344   -0.10491526
  0.03564596 -0.02941827 -0.14853403  0.03586785  0.09995998 -0.1031878
 -0.11034375 -0.11297343  0.07234635  0.03000869  0.06845869  0.05375937
 -0.10304768  0.06442616  0.07362959  0.09212372  0.12720193 -0.12852429
  0.08286136 -0.01760086 -0.01110301  0.06182484  0.09087206  0.01603787
  0.14946125  0.23522355]","['failed', 'systems', 'exchange', 'situation', 'governments', 'develop', 'ethnic', 'community', 'made', 'evil', 'establishment', 'economy', 'companies', 'management', 'across', 'may', 'bush', 'back', 'implement', 'challenges']"
local,"[ 0.16261154  0.2576345  -0.13466303  0.22699197  0.22500448  0.00256129
 -0.3045823   0.13326244 -0.13798846 -0.06378975  0.12700225  0.10169464
 -0.02632621 -0.05339423  0.0851199   0.2582591   0.05517446  0.23040941
  0.3252177  -0.28448838  0.11181713 -0.02304297  0.03353558  0.17461823
 -0.22939312 -0.02616922  0.17023689 -0.41842666  0.3346844  -0.06759977
  0.01690422  0.05107942  0.38124508  0.34544188 -0.21871947  0.01799892
  0.2614387   0.12596963  0.14964472 -0.3082003  -0.08145972 -0.06580941
  0.08455928 -0.23986937  0.233975    0.01509611 -0.28930527 -0.01653281
 -0.00938712  0.26918724]","['party', 'policies', 'promoted', 'increased', 'made', 'failed', 'historic', 'morning', '50', 'competition', 'clinton', 'wish', 'another', 'arrived', 'parties', 'province', 'gradually', 'comrade', 'safeguarding', 'election']"
session,"[-0.22149791 -0.01549125 -0.5528099   0.10376041 -0.2418585   0.13676526
 -0.08741852 -0.02625812  0.18119508  0.35805503  0.4563665   0.04881089
  0.09110732  0.00546166 -0.10869381 -0.13630024  0.39716193 -0.0992128
 -0.05308226  0.00889866 -0.3585111  -0.22158682 -0.41500136  0.05660273
 -0.2967953  -0.18305762  0.28811458  0.14922315  0.16021422  0.02240472
  0.04038962  0.09982557 -0.00454197 -0.16571358  0.31055412  0.11023175
 -0.09924504 -0.03803843  0.05285674 -0.20041485 -0.20895894 -0.11848806
  0.40953016  0.24584201 -0.26196197 -0.00120813 -0.07874615 -0.17055464
 -0.01415154  0.11378206]","['committee', 'agreed', 'attention', 'press', 'committees', 'evil', '3', 'according', 'socialist', 'sea', 'clearly', 'province', 'question', 'achieve', 'shanghai', 'entered', 'meet', 'president', 'cpc', 'britain']"
implementation,"[ 0.0076297  -0.0019798   0.0388427   0.03062117  0.10806853  0.03291333
  0.02612267  0.21939924 -0.17892607  0.06265028  0.0081819   0.02595704
  0.10216081  0.1632751   0.23941144  0.07050796  0.00503188 -0.3078324
 -0.19578813 -0.12377285 -0.03208203  0.14420697  0.01549758  0.35308018
 -0.0336045  -0.09574632  0.00057297  0.01860913 -0.24920727 -0.07716327
  0.07097972 -0.12343825  0.4210037   0.15927196  0.13079461  0.09740633
 -0.04119763 -0.05516566  0.00965466 -0.06632277 -0.12209579 -0.01254818
 -0.12398399  0.00438622 -0.01472902 -0.12845346 -0.1248247   0.02782228
  0.05985963  0.11970507]","['failed', 'cpc', 'department', 'demands', 'building', 'could', 'side', 'resources', 'nuclear', 'characteristics', 'community', 'understanding', 'evil', 'socialist', 'prospects', 'living', 'come', 'laws', 'bush', 'safeguarding']"
given,"[ 0.25466236 -0.17625155 -0.10021382 -0.00683739 -0.1451871  -0.01483942
  0.01217371  0.09323754 -0.09264001 -0.14532526  0.00567394  0.16126287
  0.05059409 -0.02794459 -0.1901922  -0.0281085   0.08028771 -0.06377891
  0.02636307  0.1316598  -0.15190396 -0.22276363 -0.00469356 -0.15367775
 -0.02866629 -0.12804021 -0.01634834  0.13145164 -0.23313528 -0.02568722
 -0.1532126  -0.05658808  0.16225573  0.07003812  0.04087688 -0.03923666
 -0.158872    0.07603522 -0.24863169  0.20842762  0.21053018 -0.07158461
 -0.10942496  0.2749888  -0.16191833  0.07547505 -0.13296475  0.05733779
 -0.15265936 -0.16017492]","['changed', 'failed', 'human', 'united', 'socialist', 'talks', 'realize', 'changes', 'well', 'present', 'development', 'evil', 'drive', 'korea', 'peninsula', 'structure', 'vice', 'state', 'dialogue', 'efforts']"
