单词,词向量,近似top20 
seen,"[ 0.16887891  0.02748052  0.02566227  0.17783403 -0.05390518 -0.23259555
 -0.08483251  0.31623098 -0.12118588 -0.00957908 -0.0968474   0.14852151
  0.14629604 -0.01943251 -0.04471847 -0.18797576  0.10735164  0.28905722
  0.01763383 -0.13858014  0.27079946 -0.18662699  0.0742761  -0.23026119
 -0.14416589 -0.20962216 -0.24876791  0.05511096  0.0163566  -0.04027988
 -0.07153361 -0.15754114 -0.14721383 -0.2305079   0.03269449  0.15231778
  0.11688656 -0.13762982  0.10151158  0.1332366  -0.07564715 -0.09673601
 -0.04654611 -0.02928756  0.07780271  0.01556237 -0.04201631  0.21340276
 -0.1639388  -0.16086417]","['situation', 'changes', 'failed', 'ethnic', 'well', 'crossstrait', 'science', 'struggle', 'complete', 'global', 'role', 'strengthening', 'workers', 'jintao', 'marxism', 'plans', 'august', 'think', 'election', 'using']"
agreed,"[-0.04314347  0.14319813  0.11170998 -0.0615697  -0.2086928  -0.35619012
  0.08477054  0.3050976  -0.16734278 -0.07272737  0.07459689  0.25241745
  0.16047578 -0.2161246  -0.02187159 -0.09490705 -0.21778204  0.2481129
 -0.12965406  0.01400119  0.04232067 -0.2230835   0.22449307 -0.09570763
  0.00274198 -0.05708045 -0.11107665  0.02026381 -0.10143314  0.05797524
 -0.09580645  0.18935868 -0.26564437  0.0800641  -0.06901647 -0.2828711
 -0.19094364 -0.00921771 -0.17464398  0.05087223  0.17475808 -0.09068763
 -0.32878587  0.18941791 -0.05787253 -0.14499728 -0.17195989 -0.06604633
  0.04272588 -0.07775099]","['united', 'plans', 'failed', 'situation', 'changes', 'development', 'invitation', 'implementation', 'extremely', 'crossstrait', 'korea', 'ethnic', 'middle', 'inspection', 'part', 'political', 'successfully', 'launched', 'state', 'personnel']"
planes,"[-0.14690411  0.12763633 -0.19736616 -0.08163954 -0.05840181  0.28130582
  0.06651051  0.00924597  0.06592318 -0.05337948  0.261145    0.22630836
  0.14195421 -0.03093913 -0.00180494 -0.20133795  0.18211022  0.14346355
  0.10173128 -0.03457646  0.06404348 -0.04081498  0.03109571 -0.01901908
  0.01136454  0.06645704  0.1281171   0.13163495  0.08439481 -0.10985147
 -0.15821284  0.08514868 -0.10598449  0.11418241  0.02623563  0.09543442
  0.17778927  0.09126152 -0.07674839 -0.16187698  0.08724424 -0.2666797
  0.12219174  0.21386665 -0.09900524 -0.02570469  0.03063546 -0.1147574
 -0.145257   -0.19776437]","['plan', 'united', 'failed', 'britain', 'regional', 'province', 'strengthening', 'political', 'situation', 'clearly', 'economy', '40', 'hard', 'talks', 'reports', 'efforts', 'made', 'well', 'positive', 'socialist']"
thanks,"[ 0.06416737 -0.12120779  0.252091    0.07478077  0.0036697  -0.21609372
  0.08561334  0.13489035  0.08623905  0.27161425 -0.16720784  0.31692666
  0.25460973  0.1671986  -0.13464254 -0.10173374  0.09954831  0.00514151
  0.02222484  0.23135962  0.06039775  0.00965561 -0.23730941 -0.01876013
 -0.02895791 -0.14441799  0.02310471 -0.00595339  0.05602497  0.07043412
 -0.01202981 -0.08164492  0.00999178 -0.33394912  0.19742623  0.25200456
  0.18683973 -0.20302762  0.10343467 -0.09343272  0.18434694 -0.01825164
 -0.05338212  0.14017975 -0.0630959  -0.08428907  0.04642143 -0.09476338
  0.11069874  0.02031033]","['rate', 'chen', 'immediately', 'well', 'far', 'expanding', 'since', 'pointed', 'failed', 'hand', 'unity', 'agriculture', 'cpc', '2000', 'task', 'progress', 'evil', 'china', 'peace', 'sea']"
confrontation,"[-4.0544441e-01 -1.5500492e-01  8.2273126e-02 -8.9380682e-02
  1.6109905e-01  1.3332263e-01 -3.5154719e-02 -2.6546221e-02
  6.4726949e-02  9.8281890e-02 -1.1902970e-02  6.8578631e-02
  2.5416237e-01  1.0383614e-01  1.6700815e-01 -1.6842522e-01
  2.5624359e-01  1.9764780e-01 -1.2523943e-04  2.2973925e-01
 -8.3278462e-02 -7.2993852e-02 -1.9201969e-01 -1.9604321e-01
  1.5027803e-01  9.0701476e-02 -1.5209290e-01 -1.0518360e-01
 -1.0553500e-01  1.5232984e-02 -1.4691019e-01 -3.5768259e-01
  2.8933257e-01  1.5006587e-02 -1.3195479e-01 -1.9438294e-01
 -1.2207537e-01  4.8575681e-02 -1.4795242e-01  1.3873850e-01
  7.5790279e-02  1.9496693e-01  1.5534002e-01  1.5868153e-02
 -4.3040532e-01 -4.7831982e-02 -4.9777549e-02 -4.0080976e-02
 -8.3701253e-02 -1.7827493e-01]","['2', 'structural', 'plan', 'efforts', 'move', 'take', 'cpc', 'says', 'failed', 'europe', 'may', 'responsibility', 'asked', 'hand', 'zemin', 'changes', 'building', 'premier', 'july', 'cold']"
negative,"[ 0.00808856  0.08923167 -0.19271368  0.2617758   0.01633127 -0.33700147
  0.08688136 -0.10861941 -0.10287198  0.1934383   0.04915105 -0.03446209
  0.16227286  0.00097816 -0.02241778  0.32815078 -0.14980538 -0.00195149
 -0.17635472 -0.02734491 -0.23999691  0.04608216  0.27616078 -0.31767848
  0.35084566  0.26236928  0.09852502  0.10816002  0.07246871 -0.07800108
  0.18757617  0.23868485 -0.17295246 -0.20977819  0.1506134  -0.08220121
 -0.00170796  0.17911553  0.01348135  0.21561518 -0.08098298  0.3959297
 -0.28683874  0.15097378 -0.00739035 -0.12582134 -0.17760056 -0.1006358
  0.07447311 -0.13084853]","['two', 'failed', 'network', 'south', 'equipment', 'good', 'jintao', 'well', 'remain', 'holding', 'preparations', 'due', 'together', 'future', 'form', 'leading', 'implementing', 'jiaxuan', 'rapidly', 'taken']"
nearly,"[ 0.219135   -0.0204284   0.03369095 -0.21271417  0.11448973  0.04544472
 -0.09950574  0.18751125 -0.11341847  0.05331994 -0.20033033 -0.11759613
 -0.01709798  0.17322984 -0.2432556   0.15492317  0.18184382 -0.10181626
  0.17984176  0.12337591 -0.08683221 -0.24167988 -0.28029096 -0.2606543
  0.44688132  0.29570246  0.14581835 -0.23785944 -0.13936977  0.12862645
 -0.16617163  0.14835891 -0.11100683  0.03856671 -0.05573618  0.17565309
  0.49620086  0.11478452 -0.29191822  0.10881068  0.07357608 -0.27590603
  0.12561905  0.08736521  0.24015392 -0.13674743  0.1541165  -0.11814562
  0.04719245 -0.1880115 ]","['drive', 'house', 'bring', 'last', 'provincial', 'failed', 'future', 'fields', 'plan', 'special', 'parties', 'efforts', 'strengthening', 'community', 'wish', 'member', 'peace', '1', 'went', 'old']"
really,"[ 2.31154293e-01  2.23274127e-01 -6.13397500e-03 -4.67018895e-02
 -6.00404455e-04 -6.09912649e-02  1.54563144e-01  5.53922020e-02
 -6.79840967e-02 -1.28854945e-01 -1.47941068e-01  1.17682435e-01
  1.10152736e-01  1.21775284e-01 -3.92761594e-03 -5.04309274e-02
 -1.96841042e-02 -1.23751476e-01 -1.83515832e-01 -7.68649206e-02
 -5.42362891e-02 -1.26456484e-01  1.68975160e-01 -1.31455272e-01
 -7.39021823e-02  1.60281301e-01 -6.03532009e-02  5.10227904e-02
 -8.71449336e-02  9.89624951e-03 -6.53706253e-01 -2.52504759e-02
  3.74416500e-01 -2.01433212e-01  4.99759950e-02 -1.66298181e-01
  1.79740906e-01  9.76233706e-02 -8.02758262e-02 -8.22260901e-02
 -3.25596170e-03 -6.44287094e-02 -7.70105049e-03  6.33356124e-02
  1.10068560e-01 -5.97728454e-02 -3.68220806e-01  8.74915067e-03
 -4.49666269e-02 -2.67315269e-01]","['last', 'shows', 'began', 'well', 'failed', 'talks', 'shall', 'know', 'community', 'implementation', 'high', 'income', 'struggle', 'positive', 'component', 'something', 'results', 'goal', 'sound', 'efforts']"
deep,"[-0.04267178 -0.16315007  0.04391603  0.22455111 -0.06640303 -0.0500822
 -0.06933541  0.00414048  0.10759564 -0.11601138  0.00600076  0.00158376
  0.00538397 -0.2590064   0.26356155  0.07755189  0.29126978  0.30472523
 -0.1688963   0.1901662   0.06160715  0.00765139  0.37217513  0.16145313
  0.00585255 -0.06827538  0.07138257  0.07459722 -0.07918275 -0.19506204
  0.03707108 -0.2881949  -0.09199588 -0.17857224  0.05018307 -0.33133268
 -0.13490483  0.12191354 -0.15949091 -0.00640721 -0.06793067 -0.28360063
 -0.08341891  0.05822851 -0.09124568 -0.01343981  0.09969579  0.14103538
  0.04039247  0.12635678]","['requirement', 'failed', 'concerned', 'situation', 'entry', 'importance', 'development', 'plan', 'zhu', 'science', 'socialist', 'zemin', 'meet', 'command', 'crossstrait', 'may', 'made', 'united', 'personnel', 'able']"
historic,"[-0.11030219 -0.11492386  0.30461645  0.05375537 -0.11562226 -0.1585521
  0.45161146 -0.2614817  -0.04759585  0.12000234 -0.06081339 -0.36579955
  0.08560608 -0.20047836 -0.11588672  0.0815746  -0.15473896 -0.08658942
 -0.14327471 -0.04505768  0.17177877 -0.01381616  0.24554873  0.15910664
  0.11869329  0.3021359  -0.045337    0.0417849  -0.01560804  0.1006989
 -0.19541028 -0.19767621  0.09096221 -0.07492779 -0.10229626 -0.208175
  0.14157212  0.06218033 -0.08769107  0.09408684 -0.04660972  0.04434289
  0.06412015  0.00342237  0.08321073  0.01100557  0.04182444  0.04853552
 -0.01651609  0.16313425]","['carried', 'failed', 'nuclear', 'last', 'network', 'exchange', 'powell', 'difficult', 'shows', 'european', 'development', 'community', 'civil', 'situation', 'plan', 'leading', 'standing', 'south', 'importance', 'among']"
conducted,"[-0.11039015 -0.03794279 -0.18271692  0.00247015  0.0961149   0.03657768
 -0.23029752  0.11704542 -0.02051829 -0.24791592  0.08527225 -0.20693587
 -0.20017824 -0.02602555 -0.04297917  0.21672225  0.20439595 -0.1391734
  0.23148395 -0.10808405  0.13666493 -0.00032791  0.04148911  0.12851101
 -0.13422337 -0.08006375  0.23729317 -0.05858579 -0.01693702  0.00939738
 -0.03939338 -0.1074845   0.13964286  0.12127672  0.08797711  0.25351378
 -0.03232561  0.21517095  0.02903261  0.07897307  0.17118907 -0.08777253
  0.03590899  0.02963252 -0.05496136 -0.24155988 -0.00632213 -0.13132665
 -0.16640443  0.09167138]","['exchanges', 'failed', 'socialist', 'made', 'plan', 'province', 'structure', 'department', 'stressed', 'yet', 'highlevel', 'aspects', 'cpc', 'regional', 'implement', 'parties', 'fully', '1999', 'personnel', 'according']"
signed,"[-0.1316427   0.18716307  0.13916254 -0.06883054 -0.23727185 -0.02683155
 -0.17328863  0.15494768 -0.2025911   0.21585591 -0.04497426 -0.13153806
 -0.07748501 -0.1793528   0.11538698 -0.05564206 -0.22360338 -0.153046
 -0.13289    -0.01251923 -0.06512367 -0.05135967 -0.06224656  0.18038213
  0.34238476  0.07171956 -0.08001404 -0.12301196  0.00442399  0.03260904
 -0.14279555  0.12285931 -0.11746618  0.39267033 -0.01491352 -0.3508138
 -0.07773287 -0.18746413  0.01842001  0.03374759 -0.1103406  -0.02657336
 -0.00193332 -0.0248577  -0.22529131 -0.24040851 -0.07596309 -0.04328432
  0.07237199  0.07723074]","['know', 'failed', 'special', 'governments', 'department', 'second', 'situation', 'overseas', 'implement', 'importance', 'impact', 'united', 'among', 'political', 'laid', 'back', 'peoples', 'ninth', 'part', 'plans']"
serve,"[ 0.4458557  -0.16273166  0.11305867  0.09325201  0.05568814 -0.2258018
  0.12420799 -0.01467464  0.10983109 -0.16318099  0.04730447  0.0043124
 -0.00933605  0.0897649  -0.01045485  0.26147312  0.23899549  0.05994236
 -0.06371762  0.05135685 -0.05625058  0.23453075 -0.3525585  -0.2173209
  0.05255655  0.23783417  0.01741594  0.1304636   0.10838252  0.03038355
 -0.05581827 -0.24395624  0.12746835 -0.11020608  0.16862717  0.03104476
 -0.0175506  -0.0274004   0.3252094  -0.09565267 -0.11887231  0.24403536
  0.09068973  0.15883343  0.35705397  0.07595444 -0.04797504  0.2854056
  0.11330689  0.14308512]","['shanghai', 'agriculture', 'peace', 'parties', 'talks', 'task', 'zhang', 'failed', 'first', 'industrial', 'jintao', 'efforts', 'adopted', 'jiaxuan', 'hand', 'scale', 'success', 'questions', 'high', 'think']"
rich,"[ 0.09323155 -0.00230696 -0.07653631 -0.15800543  0.24459277 -0.16671935
  0.00583415 -0.03578392  0.12818497 -0.26467797 -0.22678484  0.08028658
 -0.15287325 -0.31198975  0.00887371 -0.00726137  0.08936842  0.09935777
  0.06885732 -0.18096524 -0.1710252   0.10936213  0.2401341  -0.01158637
 -0.11670031  0.13958018  0.10066774  0.06532893  0.05428476  0.12643218
  0.06453517  0.31209683  0.07368285 -0.29057866  0.14928667 -0.19468117
 -0.03385525 -0.25878838  0.07867316  0.11326318  0.17649123 -0.19898853
  0.10281208  0.09973022  0.04283449  0.10516945 -0.03977528 -0.3119654
  0.05012034 -0.35870823]","['discussion', 'improvement', 'province', 'task', 'jintao', 'funds', 'shall', 'peace', 'systems', 'since', 'failed', 'conference', 'diplomatic', 'projects', '1', 'exchanges', 'zhang', 'human', 'rapidly', 'structure']"
component,"[-0.08497812  0.15107127  0.10180426 -0.04602171 -0.18751289  0.04110547
 -0.24101359  0.04337699  0.13413034 -0.05916307 -0.08270642  0.00163009
 -0.10335732 -0.06883733 -0.07327245  0.01848741 -0.04566362  0.03506244
  0.11635788 -0.17094964  0.36299327  0.22565569  0.19331218 -0.2641061
  0.19891132 -0.17644608  0.06244701  0.13207288 -0.12203044 -0.01560059
 -0.05954009  0.02692883  0.16840006  0.13119078  0.14994141 -0.1894576
 -0.1333093   0.15501507 -0.03476113  0.294877    0.20846398 -0.05351837
  0.03230016  0.14898138  0.15982299  0.24407147 -0.2721685   0.13570037
 -0.24206051 -0.00383156]","['zhang', 'failed', 'income', 'problems', 'readjustment', 'exchanges', 'parties', 'hightech', 'goal', 'shows', '1999', 'tenghui', 'economy', 'industry', 'dialogue', 'struggle', 'news', 'building', 'plan', 'wish']"
markets,"[ 1.09028757e-01  3.40120286e-01 -1.29770234e-01 -4.58886363e-02
 -1.19750045e-01 -1.57261863e-01 -1.25476599e-01 -1.91798106e-01
 -6.47459552e-02  3.22496693e-04  1.80665657e-01  2.10115939e-01
 -6.16115816e-02 -1.51029490e-02  7.44134188e-02  4.03677225e-02
  6.87808823e-03 -1.68463707e-01  5.12999929e-02  3.95446569e-02
 -1.36476889e-01 -1.38401330e-01  1.67920023e-01  2.23479554e-01
 -1.59957632e-01  7.61575401e-02 -2.44668908e-02 -1.23420097e-01
 -1.76655531e-01  3.12304925e-02 -1.21760808e-01  1.00639835e-01
 -5.31807654e-02 -4.12699990e-02  3.20630044e-01 -3.16412807e-01
  5.71343713e-02  2.57656295e-02 -5.10618240e-02 -6.37170896e-02
  7.16575608e-02 -9.26569477e-02  8.47122893e-02  3.22610810e-02
  2.63606980e-02 -2.52357036e-01  2.17005089e-02 -1.14665553e-01
 -7.94361010e-02 -1.07777931e-01]","['failed', 'know', 'hard', 'situation', 'responsible', 'evil', 'united', 'structure', 'results', 'management', 'stressed', 'exchanges', '1', 'practice', 'final', 'fourth', 'task', 'exist', 'committees', 'korea']"
favorable,"[-0.03024334  0.00082924  0.39390185  0.12877749  0.24822746 -0.00877588
  0.19178727 -0.19192219  0.03878919  0.21767956 -0.22439404  0.09427989
  0.03876029 -0.40301383  0.07383501  0.03098574  0.30643195  0.09541114
 -0.06562518 -0.10588564 -0.08259137 -0.06908345  0.02035929 -0.01299429
 -0.26237655 -0.06948368  0.0113415  -0.03793107 -0.05690359 -0.00529182
 -0.10464385 -0.15091017 -0.08800983 -0.24611253 -0.25937757 -0.00060824
 -0.01250369  0.06816454  0.37742308 -0.04204695 -0.09519106  0.10655192
  0.00565584  0.36742368  0.19203258  0.16038527 -0.23156187  0.22829661
 -0.14418043 -0.18061458]","['crossstrait', 'national', 'well', 'struggle', 'global', 'talks', 'zhu', 'others', 'parties', 'failed', 'high', 'jintao', 'administrative', 'land', 'eight', 'part', 'adopted', 'understanding', 'province', 'enemy']"
tremendous,"[-0.07676356 -0.14368011  0.3064308  -0.07823917 -0.14025323 -0.14819843
  0.01213779  0.05923616  0.22770691  0.05717995  0.15612578 -0.23696621
  0.30962268 -0.14121914  0.05155868  0.10788278  0.24957544  0.02923133
 -0.39482352 -0.00192099 -0.16278353  0.0351559   0.23671593 -0.06008158
 -0.08456647 -0.12523763 -0.04140683 -0.24133898 -0.01546112 -0.46880978
  0.09345584  0.01174624 -0.32624808 -0.13008033 -0.04947574  0.02104629
 -0.04318815  0.20038153 -0.1397902   0.16755353 -0.03339905  0.05341484
 -0.14390646  0.2534674   0.03736179  0.13730802  0.01336127  0.47136042
 -0.04147833  0.02764876]","['equipment', 'form', 'early', 'ability', 'meet', 'concerned', 'really', 'implementing', 'zhu', 'failed', 'present', 'antichina', 'human', 'science', 'eight', 'congress', 'day', 'requirement', 'financial', 'efforts']"
court,"[-0.1615835  -0.05665847 -0.09749603  0.33082125  0.10817746  0.33594725
 -0.13737918 -0.12841773 -0.09357774  0.01830432  0.09303644 -0.08967008
  0.0593372   0.1894394  -0.09548074 -0.33217862 -0.1526779  -0.04954331
 -0.00901499 -0.03668636 -0.14783104 -0.03264676 -0.04029831  0.25782484
  0.14163336 -0.05441817 -0.30016276 -0.04159771 -0.21442948  0.13855837
 -0.08434229  0.04955662  0.02143195  0.19439922  0.03579487  0.0758884
  0.1473726  -0.16999917 -0.05411884 -0.15820278 -0.12376441 -0.02097713
  0.08878087 -0.44624946 -0.32819223  0.02132059  0.1671778   0.16320655
  0.23351297 -0.071715  ]","['process', 'failed', 'situation', 'guidance', 'issue', 'asked', 'department', 'family', 'wto', 'living', 'characteristics', 'hard', 'resources', 'words', 'maintained', '50', 'made', 'arms', 'complete', 'last']"
arrived,"[-0.04753974  0.05787747  0.07068656 -0.12194553  0.06284913 -0.22553228
 -0.15010357  0.1835452  -0.4047614   0.34487784 -0.27916825 -0.05038499
 -0.21656574 -0.27893594  0.09752353 -0.05571694 -0.16173197 -0.07886804
  0.09913529 -0.24961576  0.00195982  0.02832737 -0.14171474  0.16167347
  0.08289523  0.04350046 -0.23624595  0.08038925  0.28445792  0.35092258
 -0.18208711  0.24701127  0.24938509  0.21335228  0.07264294 -0.34254786
  0.36658007 -0.17284113 -0.06643349  0.00598977 -0.01657395 -0.2812179
  0.14036427 -0.09268384 -0.33135214  0.20110573  0.29256514  0.00931346
  0.13779879  0.09537797]","['continually', 'conducted', 'actually', 'special', 'fields', '30', 'shows', 'president', 'impact', 'failed', 'community', 'socalled', 'real', 'country', 'safeguarding', 'members', 'understanding', 'systems', 'go', 'next']"
proposed,"[-0.09397245  0.0089952   0.23029855  0.1801328   0.07050887  0.08401453
 -0.17280649 -0.19210625 -0.15692675  0.08981439  0.01109302 -0.07537962
  0.18021435 -0.09863668 -0.16309927 -0.1107831   0.22627789 -0.0009076
  0.10843054 -0.27461314 -0.0886168   0.08325724  0.03546893  0.11714952
 -0.14180796 -0.20971489  0.02297156 -0.2152447   0.02725724  0.14913593
 -0.08827883 -0.12887321  0.01598529  0.0784835   0.04053906 -0.04942378
  0.0734277   0.01704527  0.06528738 -0.18291692  0.09466747 -0.11514589
 -0.12132015 -0.08147262 -0.19244887 -0.19379167 -0.2109942  -0.22458111
  0.10371301 -0.01756698]","['failed', 'made', 'political', 'situation', 'exchanges', 'question', 'relevant', 'europe', 'department', 'hard', 'know', 'exchange', 'number', 'facilities', 'attended', 'build', 'cpc', 'nuclear', 'future', 'understanding']"
functions,"[ 0.22308145  0.18810318 -0.03303378  0.23571739 -0.19582072 -0.04148293
 -0.376664    0.18125355  0.21548653 -0.16366503  0.16538025  0.154927
  0.28121117 -0.1379391   0.21480182  0.00745358  0.02584162  0.0416468
 -0.06034388 -0.0836482   0.00100121  0.12167347 -0.04654744  0.10235048
 -0.21453826  0.06470362  0.33657426  0.1637998   0.04362096 -0.14096045
 -0.1522101  -0.06050302 -0.20492688 -0.07151003  0.1541829   0.3042309
 -0.10041199 -0.08105589 -0.14597964 -0.22138722  0.03035168 -0.25701115
  0.04145764 -0.02667171  0.05243192  0.00992244 -0.14810148  0.06086322
 -0.22622982 -0.00450775]","['improve', 'socialist', 'paid', 'committee', 'chairman', 'every', 'science', 'regional', 'requirement', 'agreed', 'shanghai', 'talks', 'clearly', 'failed', 'rights', 'operation', 'province', 'responsible', 'results', 'financial']"
