单词,词向量,近似top20 
leader,"[-0.09112279 -0.09577095  0.07386675 -0.11469336  0.11906774 -0.09822296
 -0.0851742   0.24522714  0.1874038   0.1652853   0.21254362  0.34994867
 -0.32840407  0.20690669  0.05174868  0.06552876 -0.24332955 -0.20833182
 -0.06303922  0.10148046 -0.03755286  0.37491027  0.05639287 -0.03131571
  0.218452    0.09688008  0.06101314 -0.08121903  0.07574584  0.18650465
  0.02829065  0.10226437  0.06437034  0.17737551  0.01406312 -0.12094726
  0.24653062  0.11228714 -0.11426815  0.03981435 -0.01655248 -0.13368894
  0.12975861 -0.02655236  0.0723474   0.06987669 -0.11267504 -0.2447824
  0.09301687 -0.19009848]","['impact', 'integrity', 'entered', '10th', '50', 'anniversary', 'korea', 'npc', 'committee', 'industries', 'regarding', 'political', 'workers', 'visited', 'get', 'projects', 'aircraft', 'rule', 'relationship', 'ago']"
diplomatic,"[-0.4320521   0.3746365  -0.23938648 -0.20986897  0.31424114  0.21019158
  0.09043403 -0.3525885   0.38999054 -0.4685743   0.2544502  -0.3719429
 -0.1467152   0.34833905 -0.4771769   0.32929242 -0.25547683 -0.16899328
 -0.11416368  0.18613592 -0.29999608 -0.08581731 -0.33506468  0.05105407
  0.24079444 -0.21970391  0.34529972  0.21883878 -0.06645045  0.16757609
 -0.05472106 -0.24594986 -0.25358906  0.095268    0.30930576  0.53238106
 -0.32520312  0.3300636  -0.19811758  0.10888559  0.0043642  -0.17823544
 -0.34942287 -0.07779321 -0.10119789 -0.01253043  0.3436512  -0.06198368
 -0.04932636  0.0408654 ]","['secretary', 'allowed', 'total', 'especially', 'authorities', 'technology', 'continue', 'however', 'real', 'accept', 'minister', 'tasks', 'shows', 'west', 'outstanding', 'looking', 'repeatedly', 'left', 'rongji', 'joint']"
spirit,"[-0.12806317  0.17392986  0.21051046  0.08426569 -0.07136144 -0.01898403
 -0.03518263 -0.12515108  0.1272369   0.09870479 -0.11732069 -0.12027709
  0.17590415 -0.04348374  0.04194159 -0.0101157  -0.09536892  0.07361827
  0.13326895  0.08654815 -0.06270551  0.01328981 -0.16542928  0.07358881
 -0.1853058  -0.05620054 -0.06014332 -0.0570457   0.01181224  0.04936898
 -0.13377827  0.0103111  -0.0014813   0.03705764 -0.14801477  0.09349256
  0.07464984  0.04627019 -0.07469794  0.19344237 -0.06402133  0.14296295
 -0.02195512  0.14099732 -0.02046234 -0.19247894  0.13328585 -0.03096657
 -0.03337796  0.05935144]","['province', 'shanghai', 'vice', 'dialogue', 'resources', 'antichina', 'nuclear', 'guarantee', 'develop', 'rate', 'something', 'failed', 'wish', 'community', 'last', 'state', 'make', 'historical', 'task', 'overseas']"
problem,"[-0.05491794  0.07353914  0.0935156   0.19746773  0.16395359 -0.04270446
  0.00080426  0.07942432 -0.01201864  0.29577184 -0.05456448  0.11550337
 -0.2917172   0.03848662  0.08551025 -0.05680423 -0.00707708  0.07277485
  0.11875464  0.08217777  0.02720911  0.11387996  0.07324306 -0.08385681
 -0.23158425  0.08730502 -0.07737027  0.08495408  0.23900434  0.01234611
 -0.00848929  0.05791419  0.1164874  -0.01484352 -0.16861917 -0.07781117
  0.07499222  0.03216485  0.00149879 -0.00142511 -0.05348749  0.1726237
  0.15702389  0.0719028   0.1418086  -0.05786335  0.03166203 -0.11192274
  0.02707347 -0.08078997]","['called', '1999', 'adopt', 'anniversary', 'effort', 'committee', 'hard', 'sea', 'integrity', 'defense', 'cult', 'pressure', 'structure', 'resources', 'last', 'relationship', 'failed', 'systems', 'ways', 'build']"
sovereignty,"[-0.13815886  0.56756717 -0.01936521  0.01773593 -0.2724889  -0.08548476
 -0.04176492  0.1853217   0.01294987 -0.16553013  0.02744147  0.06616462
 -0.02213619  0.05320795  0.09406547  0.06155377 -0.3482746  -0.0271478
  0.26287547 -0.06873521 -0.31119514  0.41469508 -0.21305297 -0.1387655
  0.27291042 -0.26186678  0.04322772  0.16914193  0.00341278  0.0779942
 -0.10430533 -0.17063469 -0.0533954   0.16568355  0.10703849  0.14246537
 -0.13912101  0.00891719 -0.20866765  0.3591858  -0.2802702  -0.35397193
  0.05659781  0.03136926 -0.20472434 -0.1266394  -0.11053742 -0.1148909
 -0.11857148  0.26418704]","['chief', 'success', 'signed', 'summit', 'command', 'dialogue', 'study', 'research', 'sinojapanese', 'four', 'talks', 'progress', 'objective', 'first', 'war', 'says', 'issue', 'historical', 'able', 'tasks']"
lee,"[-0.23941672 -0.5077531  -0.4523741   0.44510725  0.04340091 -0.07760399
 -0.25192755  0.5599217  -0.29091033 -0.19671668 -0.15437292  0.34830993
 -0.6129129  -0.27049407  0.48714063 -0.6415023  -0.15142335  0.44791484
  0.0344419  -0.2941256   0.08006043 -0.10168653  0.30084822 -0.5699472
 -0.29273793  0.5033741  -0.54040986  0.3847667   0.5120606  -0.2774353
 -0.02489915 -0.11071201  0.4025993   0.40467218  0.00399783 -0.08532871
  0.07990623 -0.31210956  0.2257397  -0.39162496  0.3929841   0.2334474
  0.41285756  0.15482053  0.8057497  -0.06364031 -0.2537845  -0.49765837
 -0.09953049 -0.09926215]","['grain', 'concerning', 'terms', 'idea', 'may', 'cooperative', 'highly', 'style', 'sinous', 'implemented', 'middle', 'called', 'marxism', 'matter', 'deal', 'chairman', 'willing', 'respect', 'exist', 'order']"
play,"[ 0.07005536  0.25220802  0.1390202   0.28446054 -0.02972362  0.16431727
 -0.03436942 -0.02839492 -0.13698553  0.32372305 -0.13672234  0.2925468
  0.67138153 -0.10502143 -0.23477614 -0.32631427 -0.04069761  0.1962358
 -0.27978492 -0.1543882  -0.4742933   0.31869292  0.09314387  0.32330257
  0.0178272   0.019037   -0.1759497   0.20495428 -0.42604136 -0.47231647
 -0.15523951  0.46667784 -0.08882    -0.02304916 -0.46475136 -0.19505748
  0.5590467  -0.45611683  0.29780748  0.35955194 -0.65713763  0.03121291
  0.09256953  0.08002427  0.12799238 -0.29541975  0.18010819  0.301613
 -0.22634543  0.12592648]","['learned', 'xiaoping', 'pay', 'spiritual', 'democratic', 'ensure', 'close', 'still', 'americans', 'full', 'good', 'functions', 'matters', 'funds', 'start', 'organs', 'april', 'hope', 'february', 'domestic']"
un,"[ 0.05059239  0.10702117 -0.18018775 -0.2913893   0.00778961 -0.19904442
  0.11937473  0.08942382 -0.11621147 -0.11472626  0.27938253  0.02420111
  0.05056936 -0.09388659 -0.3383229   0.45622143 -0.05973574 -0.16742681
  0.10943311 -0.5453346  -0.08980045  0.22426091 -0.13369228 -0.14595436
  0.24398844 -0.15344532  0.01235691  0.14046657  0.08356253  0.03582051
  0.0893971   0.08374409 -0.1285264   0.18511207  0.40151596  0.13654296
 -0.0977981  -0.00229934  0.39378327  0.05432663 -0.04491221  0.05988356
 -0.05824357 -0.09887786 -0.18441793  0.06516042  0.22427776 -0.11414968
  0.3665594   0.41890094]","['rather', 'rural', 'premier', 'capital', 'outstanding', 'difficult', 'today', 'fields', 'resolution', 'accept', 'among', 'strength', 'stresses', 'comrade', 'jiaxuan', 'leadership', 'basic', 'others', 'talks', 'regional']"
hold,"[-0.10951962 -0.0906637   0.03183493 -0.09257358  0.17817114  0.08790359
 -0.41367957  0.11216724  0.05598406  0.04875768  0.17677002 -0.18752292
 -0.3224589   0.10124075 -0.13900316  0.13622385 -0.20057674 -0.10930652
 -0.2718934   0.26186538 -0.12064735 -0.16075744  0.44630358 -0.22538805
  0.05758252 -0.1068013   0.3260596   0.0381669   0.03788461 -0.10118195
  0.14360423 -0.11544634 -0.13422664  0.08915064  0.11473627  0.15633589
 -0.02756353 -0.08875841  0.18962906 -0.05592404 -0.05771461 -0.00532557
  0.09588201 -0.17509079 -0.24348035  0.24526049 -0.01672535 -0.10266128
 -0.01502001 -0.16374558]","['wars', 'gradually', 'requirements', 'lu', 'demands', '3', 'right', 'expanding', 'second', 'circumstances', 'human', 'xinhua', 'hand', 'positive', 'aircraft', 'say', '100', '10th', 'five', 'invitation']"
matter,"[-0.17693365 -0.21460158 -0.23832944  0.08337651 -0.2418543   0.12612994
 -0.20714754 -0.11914597  0.04156053  0.39085537  0.07703648  0.09654406
  0.21835935  0.16831538  0.26657715 -0.06305489 -0.08119461 -0.04785502
  0.12211742 -0.06090737  0.02903845 -0.05887413 -0.14038664 -0.29911238
  0.06509524 -0.00382258 -0.15918669 -0.01723609  0.05101239 -0.12514445
 -0.04791194  0.05466032  0.00577729  0.30137703 -0.17194226 -0.36370823
 -0.13269128 -0.3035554  -0.06320862  0.14746086 -0.00708449  0.04631459
 -0.11268858 -0.06283487  0.27213496 -0.12830235 -0.13884461 -0.19863465
 -0.05108391 -0.02503422]","['get', 'construction', 'created', 'news', 'opportunity', 'bush', 'know', 'establish', 'strengthening', 'companies', 'stressed', 'building', 'developing', 'provincial', 'onechina', 'situation', 'resolve', 'resources', 'united', 'whole']"
strait,"[-0.1092542   0.161421   -0.2717522  -0.03382415  0.15509668  0.01481975
  0.15807316  0.23847377 -0.0560585  -0.23220578  0.10356515  0.0709772
 -0.46990398 -0.19684745  0.04407988 -0.25223333 -0.01941918  0.03361078
  0.10047819 -0.04348645 -0.23886317  0.22918373  0.22489278 -0.37919015
 -0.04759535  0.09011143 -0.23632348  0.3369091   0.09770324  0.00681911
 -0.07809926 -0.084758   -0.16219729  0.2731652   0.18451747 -0.04865435
 -0.08034326  0.11269265  0.06588443 -0.13673307  0.00284968  0.01852693
  0.20499834  0.2146452   0.1313676   0.12252125 -0.1652433  -0.27909702
 -0.22515905 -0.16025838]","['find', 'say', 'rapidly', 'official', 'keep', 'nearly', 'students', 'called', 'young', 'plans', 'agreed', 'although', 'britain', 'view', 'maintain', 'person', 'peninsula', 'may', 'production', 'strait']"
already,"[ 0.17540415 -0.05702586 -0.10075171  0.17527752 -0.0371586   0.02991121
  0.24139842  0.40621454 -0.35054463  0.13436785  0.06054934  0.0674554
 -0.0056997  -0.008558    0.05348463 -0.2517294   0.00741245  0.02860023
  0.14857225 -0.15936275  0.01235292 -0.07724314  0.15054297 -0.24010299
 -0.16804111  0.21147093 -0.2229949   0.12827192  0.01072477  0.01605939
 -0.08761188  0.12095571 -0.04569415  0.18597332 -0.03044211 -0.05327138
 -0.06134955  0.02045404  0.07174551 -0.02653117 -0.04834244  0.12364662
  0.1887959   0.00108399 -0.00097331  0.11344387 -0.17909771 -0.06064033
 -0.0486092   0.068669  ]","['going', 'crisis', 'onechina', 'plan', 'rapidly', 'bush', 'keep', 'requirement', 'stresses', 'emphasized', 'production', 'localities', 'question', 'department', 'pressure', 'defense', 'future', 'lot', 'effectively', 'united']"
south,"[-0.2735016  -0.16057621 -0.57970107 -0.250356    0.16853355  0.08103199
  0.01219961 -0.23714632  0.13372314 -0.25754714  0.32215738 -0.37176073
  0.35764816  0.29640472  0.04600859 -0.19692363 -0.10363905 -0.27073222
  0.3478206   0.03011208  0.1721975  -0.32513356 -0.4274223  -0.25374958
  0.12557214 -0.1546632   0.02757628  0.06472587 -0.02314365  0.1391004
 -0.39632505 -0.0935725  -0.04957699  0.2461457   0.24983205  0.05242425
 -0.38665012  0.19412053 -0.14861003 -0.12596287  0.15520631  0.02947144
 -0.42190227  0.06427262 -0.18456829  0.2167096   0.08349597 -0.22724693
 -0.22617513 -0.38504782]","['started', 'september', 'allowed', 'seen', 'especially', 'kinds', 'project', 'launched', 'threat', 'many', 'today', 'guidance', 'shows', 'part', 'position', 'industry', 'real', 'developing', 'constitution', 'peninsula']"
position,"[-0.17034353  0.18029208  0.06672875 -0.0788507   0.04840693  0.03504582
 -0.2591363  -0.07028206  0.18657148 -0.09484918  0.04037219  0.12305195
  0.10886033  0.02591516 -0.01792808  0.06381181 -0.04096601  0.00352606
 -0.20602986  0.26331368 -0.3462645   0.20312233 -0.16470003  0.00508515
  0.16616666  0.08603151  0.03228889  0.02679067 -0.07627147 -0.00293275
  0.00256318 -0.02485225  0.178492    0.01831181 -0.03501999  0.02613241
 -0.05145599 -0.0911859  -0.0462145  -0.01060475 -0.20464008 -0.15760614
 -0.00221539  0.00893328  0.10512569 -0.14621173 -0.0638249   0.03116455
 -0.1841549   0.02178145]","['addition', 'workers', 'zemin', 'science', 'reason', 'zhang', 'rule', '40', 'reunification', 'hand', 'guarantee', 'stressed', 'implementation', 'command', 'struggle', 'establishment', 'peace', 'high', 'current', 'financial']"
india,"[ 0.09415483 -0.1223008  -0.0873862  -0.03450792 -0.03600305  0.06618407
  0.03378993 -0.21247478  0.02112053  0.06670327  0.07091261 -0.24248946
 -0.02724474 -0.04213041 -0.11550461 -0.02103995 -0.02207236 -0.09639873
  0.18137966 -0.07669057  0.0191294  -0.21704559 -0.01927489 -0.17189509
 -0.03071614 -0.02531327  0.00315834  0.00455979  0.05599127 -0.10188061
  0.01873593 -0.01555068  0.04920494  0.13981687  0.05899314  0.06953728
 -0.20000294  0.04349213  0.18737543 -0.07239512  0.08108318  0.20757024
 -0.14545149  0.23793802  0.10536236  0.06363943  0.16522232 -0.05944493
 -0.13921876 -0.14111836]","['part', 'kind', 'september', 'contributions', 'threat', 'chinese', 'rather', 'peninsula', 'back', 'failed', 'actually', 'august', 'attended', 'among', 'conducted', 'treaty', 'situation', 'seen', 'stressed', 'across']"
established,"[ 8.10660198e-02 -3.54966894e-02  1.38888106e-01 -5.96739678e-03
  2.31414944e-01  8.25084597e-02  4.05466631e-02 -2.15916529e-01
  3.11017558e-02 -2.23608628e-01  9.85442623e-02 -2.54911989e-01
  5.99325933e-02  1.44996032e-01 -2.88076162e-01  1.03262722e-01
 -5.83186448e-02  1.17550470e-01 -2.14196965e-01  1.01444036e-01
  1.10773057e-01 -1.35198936e-01 -2.19185557e-03  6.52343482e-02
  1.22880645e-01  1.82749331e-01 -2.87200194e-02 -2.54800096e-02
 -2.34874077e-02 -1.96855053e-01 -2.92665124e-01 -3.15203220e-02
  4.98070270e-02 -3.16838294e-01 -1.28669471e-01  1.76828057e-01
 -1.84835098e-03 -2.50577088e-02  3.84572968e-02 -4.63406779e-02
 -1.32530108e-02 -1.39057547e-01 -3.17555927e-02 -7.61485398e-02
 -4.74972241e-02  2.13819519e-01  2.11547956e-01  2.18011543e-01
 -3.67275961e-02 -2.39696470e-04]","['tenghui', 'european', 'nuclear', 'given', 'mechanism', 'small', 'taiwan', 'kind', 'build', 'scale', 'committees', 'hand', 'short', 'information', 'step', 'conditions', 'opinions', 'addition', 'regional', 'old']"
main,"[-0.02173172  0.10051548  0.07062565 -0.02413259 -0.01029208 -0.01982247
  0.1253578   0.05767592  0.094061   -0.05628821 -0.2672977   0.18000677
 -0.02868739 -0.19515783  0.0019944  -0.00564161  0.15813886  0.06387831
 -0.29516023 -0.3054329  -0.12279733 -0.09470188 -0.01240802 -0.32154393
 -0.02610841 -0.03205428 -0.0161679   0.17659089  0.22644305 -0.09882104
  0.16836643 -0.05922737 -0.06378375 -0.00395032  0.24062726 -0.04798707
 -0.24156664 -0.04115022 -0.05216716 -0.19324775  0.24466982 -0.14551072
  0.16466574 -0.2398433   0.01476598 -0.14578071 -0.19150496 -0.2669645
  0.26854208  0.43422115]","['criminal', 'qian', 'east', 'trend', 'prc', 'leading', 'accordance', 'visits', 'carried', 'fourth', 'improvement', 'person', 'rapidly', 'comprehensively', 'organization', 'form', 'although', 'made', 'positive', 'wishes']"
space,"[ 0.00773865 -0.28885677  0.1087086  -0.12599348 -0.1193616   0.07667675
  0.16881362 -0.1327563  -0.2909428  -0.26737002 -0.16496821 -0.02918233
 -0.03477882 -0.15626493  0.31983465 -0.20081273  0.08461294  0.16554327
  0.01439825  0.21700923  0.18808201 -0.03867763  0.24089302  0.11186625
 -0.05318065  0.17904772 -0.0256978  -0.05060001 -0.06023125 -0.16885293
  0.19329055 -0.18021142 -0.24042355 -0.08989518  0.09568508 -0.02836902
  0.0114807  -0.22715397  0.19935875 -0.1810195  -0.00216302  0.00992323
  0.10444193  0.00078766 -0.05817184 -0.17410973 -0.30231795  0.3010744
 -0.00730446  0.00742426]","['requirement', 'promote', 'road', '2', 'stage', 'speed', 'organization', 'business', 'remain', 'productive', 'peng', 'efforts', 'establishment', 'eight', 'plan', 'always', 'program', 'investment', 'adopted', 'equipment']"
city,"[-0.07805725 -0.08123938  0.15902111 -0.29639417  0.03170889 -0.18617225
 -0.03987772 -0.1103823   0.1379047   0.24822563  0.01461184  0.07909638
  0.12076101  0.09518763  0.07384779  0.2696857   0.06695126 -0.08705638
  0.1443668  -0.1584689   0.08690634  0.03243683 -0.05768647  0.08190269
  0.09010752 -0.03856161  0.15373553 -0.23736778  0.13572827  0.19143167
 -0.02713932  0.16043375  0.07413431  0.00652792 -0.04514729 -0.0463793
 -0.15155146 -0.18273938  0.06189173 -0.00563808 -0.00471934 -0.01388432
 -0.16074216 -0.13344176  0.06141915  0.08980853  0.06408685 -0.08316273
  0.2093585   0.05980211]","['premier', 'training', '50', 'highlevel', 'five', 'stressed', 'regional', 'overseas', 'laws', 'office', 'due', 'resources', 'industries', 'tremendous', 'contributions', 'civil', 'step', 'department', 'later', 'reunification']"
thinking,"[-0.06185421 -0.17123935 -0.09831483  0.2636408  -0.12315065  0.14806826
 -0.41146106 -0.0481345  -0.01448476  0.12035277  0.09016103  0.27118045
  0.01366122  0.20229006  0.05228413  0.02846961 -0.21196915  0.12456876
 -0.06602874  0.03902709  0.08585129  0.07400678  0.03508876  0.19058801
  0.21308155 -0.00177407 -0.04302905 -0.12869464 -0.08656476 -0.0953037
 -0.0791854   0.01047548  0.06391256 -0.1000388  -0.34123588  0.18145366
  0.08208708 -0.01093119  0.06006096  0.3555699  -0.1013502  -0.2133224
  0.08202747 -0.06924365  0.22498094 -0.27970713  0.24464254  0.10260548
 -0.129358    0.03639742]","['territorial', 'february', 'level', 'guarantee', 'addition', 'reason', 'political', 'higher', 'command', 'taiwan', 'goal', 'pay', 'realize', 'implementation', 'rule', 'workers', 'sound', 'stressed', 'human', 'ninth']"
rural,"[ 0.20082499  0.0256682   0.5483368  -0.0288178  -0.13071948 -0.11855927
  0.17757428 -0.35550293  0.12235424  0.03825811 -0.3990021   0.15794453
  0.32883132 -0.04027209  0.09225036  0.47350335  0.24994114 -0.03185081
 -0.26712242  0.15307537  0.1250079  -0.27254912 -0.23250441  0.49098647
 -0.03832719 -0.47991318  0.19991063 -0.44142875 -0.15705608  0.27904832
  0.31479576 -0.30746794 -0.08298751 -0.61547434 -0.02456151 -0.05869963
  0.14823726  0.09300248 -0.17309259  0.03591329  0.01856786 -0.22693986
  0.03395214 -0.53969526 -0.23776339 -0.19458045 -0.06787691  0.26670343
  0.45582083  0.7937123 ]","['completely', 'line', 'products', 'macao', 'opposition', 'officials', 'views', 'strengthened', 'highlevel', 'regions', 'white', '21st', 'facts', 'moment', 'grand', 'hopes', 'qichen', 'antichina', 'day', 'demands']"
asia,"[ 0.04318022  0.12324277 -0.21174894 -0.05665816  0.01351961 -0.07040705
  0.11346329 -0.00057282 -0.09098319  0.02624742  0.09347478 -0.11502495
  0.1846731  -0.05519969 -0.10366258  0.06699712  0.04540613 -0.11266605
  0.15335646 -0.13064298 -0.08795459  0.09641724 -0.10825716 -0.05873517
  0.06199129 -0.21944581 -0.01390767  0.02371361 -0.14985366  0.11798372
  0.05754037  0.09566841 -0.01693111  0.20351277  0.19092779 -0.08918457
 -0.05385162 -0.08314855  0.11839892  0.15208116 -0.08805802 -0.00386685
 -0.2105255   0.08525081 -0.04233497 -0.00373684  0.10455189  0.0803076
  0.04285963  0.07747011]","['members', 'says', 'province', 'among', 'rather', 'member', 'talks', 'premier', 'dialogue', 'agricultural', 'europe', 'percent', 'high', 'stresses', 'first', 'chinese', 'threat', 'view', 'stressed', 'shows']"
