单词,词向量,近似top20 
big,"[ 0.3030594  -0.03324189  0.24274324  0.13799024  0.01053044 -0.07305945
  0.04701772  0.09330488 -0.04467852 -0.1080906  -0.05847988 -0.0886684
  0.00805387  0.04998115 -0.08261912  0.10130369  0.19930562 -0.10670097
 -0.15348193  0.10774083 -0.12125446 -0.04220742  0.28725618 -0.01460786
 -0.16591914  0.00323417  0.04851614 -0.04276998 -0.09804049 -0.01426435
  0.04394986 -0.15387109  0.09362389 -0.14832915 -0.15901902 -0.00143471
  0.24893121 -0.03239267 -0.18356767  0.11486813 -0.16001542  0.09492318
  0.2211317  -0.05020609 -0.34657693  0.2610799   0.03169167  0.02501942
  0.12911744 -0.13454942]","['natural', 'statement', 'views', 'clear', 'sea', 'antichina', 'demands', 'remarks', 'could', 'regard', 'contacts', 'clinton', 'moment', 'failed', 'gradually', 'later', 'xinhua', 'effectively', 'nuclear', 'communist']"
line,"[ 0.00485899  0.2869148  -0.10020255  0.17929073  0.10053572 -0.10064725
  0.18334238  0.11018082 -0.03998544 -0.12061491 -0.13033034  0.08748341
  0.0326705  -0.07728486  0.02197692 -0.04726562 -0.01916059  0.12618828
 -0.19317819  0.00605051 -0.0968977   0.15624358  0.00258664 -0.19233891
  0.10580831  0.01407801 -0.08168455  0.10213089  0.06336509 -0.08153111
  0.03887326  0.02332516 -0.05277264  0.02073568 -0.03909029 -0.09403296
  0.17191589 -0.30092284 -0.02738863  0.01507794 -0.04577421  0.01442687
  0.17864299 -0.05926001 -0.08499612  0.02747586 -0.16345562 -0.0297879
  0.01693986  0.05434724]","['funds', 'deal', 'network', 'talks', 'modernization', 'direct', 'rapidly', 'xinhua', 'requirement', 'positive', 'ways', 'defense', 'toward', 'wu', '40', 'natural', 'aircraft', 'form', 'dialogue', 'nuclear']"
democratic,"[-5.5436250e-02  1.6849233e-01  2.9474971e-01 -2.0654811e-01
  4.1060033e-05 -1.1904091e-01 -7.0569940e-02 -6.3940510e-02
  1.3849908e-01  5.2868403e-03 -1.5754785e-01  3.9388803e-01
  1.6772923e-01  7.7365689e-02  1.8298864e-01  4.7060111e-01
  2.5937906e-01 -5.3267859e-02 -5.3082740e-01  2.7297284e-03
 -3.5194990e-01  2.5357559e-01 -2.0505126e-01  3.3301857e-01
  1.5063867e-01  1.9027552e-01  2.3680812e-01 -2.8166789e-01
  6.5628573e-02  1.1209668e-01  2.9470855e-01 -8.1885576e-02
  7.7114835e-02 -3.7407038e-01 -2.4004602e-01 -9.1358937e-02
  6.3493542e-02 -5.5583093e-02 -3.4516236e-01  5.4446813e-02
 -2.3011380e-01 -3.6029932e-01  3.4783192e-02 -3.8951933e-01
  1.7740977e-01 -1.0311101e-02  2.5642222e-02  1.4841983e-01
  1.4660101e-01  5.1065010e-01]","['others', 'council', 'eu', 'opposition', 'another', 'use', 'regions', 'early', 'officials', 'fine', 'products', 'attempt', 'effective', 'views', 'possible', 'south', 'form', 'difficulties', 'day', 'full']"
implement,"[-0.00378288  0.35797828  0.17901565 -0.00742114 -0.0855305  -0.00857997
  0.14514728  0.12370566  0.03042347  0.02318873  0.02371813  0.1002327
  0.14583401  0.1399083  -0.23336829  0.1311184  -0.11193132  0.07863688
 -0.14007498 -0.11380898 -0.2710627   0.20840032  0.04696909  0.12188867
  0.08431839  0.10947793  0.04406742  0.13869259 -0.11692448  0.03372379
 -0.13410401  0.14597179 -0.03076056 -0.06367388 -0.28510314  0.06082853
  0.2153213  -0.02643443 -0.26106402  0.22420876 -0.34112233 -0.11465051
  0.10744074  0.13462962 -0.23022225 -0.10949501  0.20049945  0.16693003
  0.06567097  0.22002387]","['full', 'sinojapanese', 'better', 'matters', 'session', 'first', 'religious', 'province', 'tenghui', 'command', 'global', 'anniversary', 'shanghai', 'reason', 'ways', 'old', 'field', 'hand', 'characteristics', 'nuclear']"
circles,"[-0.07030535 -0.0420033  -0.03448027  0.03282542  0.11151145  0.11252136
  0.02765415  0.2909936   0.28758416  0.26600084 -0.0622941  -0.11147434
 -0.18999678 -0.15259302  0.03238605 -0.34435767 -0.13802971  0.06728289
  0.23150878  0.16309056  0.09212271  0.1648456   0.48912138 -0.03754219
 -0.27729958 -0.10923965 -0.12614459 -0.03339304 -0.00243237 -0.05962769
  0.10421037  0.21561451  0.14716344  0.19382806  0.14618443 -0.22163978
 -0.00810658 -0.03435884 -0.03369455 -0.04509402  0.15642576  0.1958688
 -0.11338403  0.4260578   0.22809215 -0.14113688  0.04802062  0.14782727
 -0.12733126 -0.5741587 ]","['together', 'july', 'demand', 'particular', 'drive', 'would', 'role', 'caused', 'unity', 'existing', 'much', 'tang', 'spokesman', 'guiding', 'stated', 'cult', 'actually', 'uphold', 'october', 'spirit']"
visited,"[-0.5337847   0.18140474 -0.20355895 -0.14001186 -0.13625175  0.20818476
 -0.0471198   0.04219982  0.45831522 -0.0075849   0.3657422  -0.04695233
  0.17265156  0.48269588  0.02527407  0.04187175 -0.24097873 -0.05053455
  0.45631498  0.23534392 -0.14255808  0.21063714 -0.27697086  0.24887466
  0.33637646 -0.03306472  0.37074324 -0.11145624 -0.09258622  0.1531294
 -0.08436265  0.03232561  0.21663882  0.2961095  -0.0821968   0.29668927
 -0.3619178   0.22721103 -0.21406002  0.07156824 -0.2521838  -0.2551233
 -0.5026749   0.67287695  0.11651869 -0.07687595  0.3677852   0.2661765
 -0.24877046 -0.47863728]","['great', 'repeatedly', 'structural', 'responsibility', 'basis', 'allowed', 'push', 'take', 'project', 'able', 'minister', 'says', 'face', 'peninsula', 'past', 'effective', 'work', 'attitude', 'october', 'real']"
election,"[-0.34522825 -0.13839452 -0.10265448 -0.15761529  0.03027512 -0.02429791
 -0.24493694  0.01671911  0.1508696  -0.05214476  0.27591684  0.11594349
 -0.11125777  0.2907643   0.11734904  0.10552534  0.12075735 -0.08801905
  0.18254372 -0.02083002  0.01025592 -0.02714336 -0.11216908 -0.05061449
  0.23387639  0.05127745  0.00544962 -0.02361823  0.26363546  0.2459953
 -0.0177498   0.04386799  0.15322994  0.14951527 -0.08336646  0.09990514
  0.04946627  0.18495992 -0.03642638  0.083743    0.15979679 -0.10008701
  0.00138446  0.18546548  0.14463559  0.06619101  0.11507097 -0.35875845
  0.12224211 -0.2336076 ]","['standards', 'impact', '50', 'morning', 'get', 'industries', 'project', 'korea', 'job', '10th', 'historical', 'five', 'office', 'lies', 'links', 'actually', 'regarding', '2000', 'cult', 'lu']"
like,"[ 0.01442562 -0.01608095 -0.11628356 -0.0308069  -0.2880791   0.01282738
 -0.07332496  0.28700367  0.04352954  0.03490913  0.1399151  -0.08150996
 -0.26553902 -0.10778674  0.00196564  0.0994285   0.06424291  0.00973447
 -0.02972738  0.08007515 -0.05295886  0.06720357  0.18873015  0.09050091
 -0.07821057 -0.09846745  0.11834214  0.03813944 -0.1335729   0.06789446
  0.4014461   0.01758028  0.06385155  0.17737222  0.09614526  0.1723235
 -0.08461443  0.06672195 -0.00744842 -0.04529267 -0.0636385  -0.08589152
 -0.18121716  0.07338092  0.06957374 -0.03259876  0.05221513  0.08830821
 -0.0463326  -0.14761508]","['parties', 'failed', 'science', 'role', 'responsible', 'see', 'communist', 'land', '100', 'high', 'exchanges', 'members', 'find', 'view', 'using', 'positive', 'far', 'peace', 'thought', 'deputy']"
agricultural,"[ 0.2136301  -0.11465636  0.17252918 -0.23357342  0.24191116 -0.20989324
  0.31659985 -0.10679325  0.0602303  -0.05217403 -0.32672343 -0.22929409
  0.15489222 -0.17057995 -0.16093627  0.13462493  0.39290652  0.03757679
 -0.39587194 -0.2019596   0.28499064 -0.4322494   0.20860586 -0.10592585
 -0.16939177 -0.06535514  0.11621311  0.02002839 -0.05190787 -0.12015616
  0.00527893  0.06676449 -0.07771974 -0.24277498  0.23508206 -0.19225723
  0.04232971 -0.16492619  0.11214671 -0.38764197  0.30828094  0.17707902
 -0.06241174 -0.40798497 -0.23690839  0.339059   -0.20974416 -0.06337969
  0.31354412  0.22261156]","['nations', 'peng', 'public', 'currently', 'comprehensive', 'grand', 'preparations', 'vigorously', 'benefit', 'series', 'protect', 'second', 'accordance', 'stage', 'east', 'longterm', 'groups', 'comprehensively', 'macao', 'elements']"
third,"[ 0.17399433  0.0919992  -0.03572491  0.10645225  0.13634793  0.08791824
 -0.07004356 -0.09070297 -0.03768496  0.12199739  0.11632949  0.01714056
  0.10215811  0.01997497 -0.22481568  0.04762907  0.01231864 -0.04008823
  0.02124449 -0.03985089 -0.12737933  0.15093195  0.01866884  0.05761391
  0.20546359 -0.09843284 -0.04733901 -0.10784699 -0.02161469  0.04303161
 -0.10593207  0.16308069  0.00244066 -0.11257447 -0.02850733 -0.10061415
 -0.02300783 -0.09901416  0.15334815  0.01135044 -0.23756047 -0.10004199
 -0.18947709  0.08501039  0.04577879  0.20423624  0.10664888  0.11529017
 -0.0556123   0.02101571]","['nuclear', 'stressed', 'next', 'laws', 'korea', 'regional', 'better', 'province', 'hoped', 'committees', 'step', 'addition', 'effectively', 'higher', 'hand', 'rural', 'civil', 'conditions', 'reunification', 'fields']"
total,"[-1.33658081e-01  9.72093791e-02  1.91404253e-01 -9.11492780e-02
  1.94976866e-01 -6.02690354e-02  2.98108786e-01 -1.59160676e-03
  6.95858747e-02 -1.05742402e-01 -2.38370262e-02 -1.98180959e-01
 -1.65244341e-01  2.17280462e-01  1.05639279e-01  5.63114174e-02
  6.76939487e-02  2.15519071e-02 -5.12316339e-02  1.78466290e-01
 -1.24727841e-04 -1.23719347e-03  1.43942177e-01 -6.44225031e-02
 -2.36081317e-01  1.19410895e-01  2.29636237e-01 -1.28668817e-02
  1.61517784e-02  5.02344072e-02  8.29102769e-02  6.39551803e-02
  7.61613920e-02 -1.20999880e-01  3.09578944e-02  1.01759009e-01
 -1.56956390e-01  5.21705747e-02 -2.34391093e-01 -3.31243932e-01
  8.77115056e-02 -5.17998151e-02 -5.51775768e-02 -2.11159736e-01
 -5.93400933e-02  2.02878743e-01 -1.16303362e-01  6.61384538e-02
  1.40971020e-01 -7.76722208e-02]","['gradually', 'continually', 'could', 'failed', 'build', 'second', 'members', 'hu', 'something', 'natural', 'theory', 'antichina', 'currently', 'expanding', 'historical', 'special', 'reunification', 'morning', 'exchanges', 'concerned']"
cooperative,"[-0.37097853  0.17931452  0.12358637 -0.23199011  0.17073555  0.3879057
 -0.16580875 -0.25552824  0.33818913 -0.27590808  0.13943273 -0.2813871
 -0.08844341  0.29154852 -0.18220374  0.19322953 -0.02117291  0.03974691
 -0.27771723  0.39864066 -0.4519092  -0.28840512 -0.11090862  0.10292374
  0.14860505  0.11839426  0.24723013  0.23066185 -0.1471639  -0.21900456
  0.0805     -0.23188122 -0.0202988   0.04172143 -0.04713796  0.26635247
 -0.29048207 -0.01634884 -0.07442854 -0.14932819  0.02407611 -0.12244868
 -0.03354242 -0.06238262 -0.05365571 -0.17689097  0.05827523  0.01920021
 -0.19619875  0.24873947]","['rich', 'south', 'establishment', 'making', 'ability', 'problems', 'left', 'half', 'successfully', 'mechanism', '10', 'gradually', 'especially', 'shows', 'conditions', 'extremely', 'leader', '3', 'zhang', 'xinhua']"
shall,"[-0.05166744 -0.19878466 -0.06791227  0.01401612  0.40214148 -0.00194498
  0.04282463  0.05452232 -0.14398557  0.07955208 -0.05047357  0.10515541
 -0.11956773 -0.06408777  0.19450383  0.01947547  0.24578963  0.0401378
 -0.03236673 -0.27333772 -0.05403816 -0.17822568 -0.14337958 -0.01525799
  0.00381532  0.3782817  -0.31146356  0.05943863  0.20481835 -0.24385892
 -0.02927807  0.14012997  0.24393849 -0.06954256 -0.23787314 -0.19558673
  0.20023045 -0.2428159   0.4443585  -0.19525294  0.30046025  0.27163124
  0.3540974  -0.02803103  0.4598982   0.05634544 -0.07365096 -0.2342635
  0.07337414 -0.1077776 ]","['governments', 'wto', 'clearly', 'visiting', 'sense', '1999', 'laid', 'serve', 'powell', 'greatly', 'pressure', 'ministry', 'stateowned', 'working', 'adopt', 'created', 'arms', 'chairman', 'training', 'idea']"
structure,"[ 0.10874954  0.05977061  0.01196793  0.00270243 -0.0184684  -0.02375713
  0.04822299 -0.03582301 -0.01199333  0.08804846 -0.02403251  0.20771635
 -0.00326036 -0.17268139  0.02244987  0.04433827  0.20277372 -0.00878105
 -0.02779531 -0.09530024  0.0261982   0.19783425 -0.1545679   0.10881907
  0.04185642  0.02081412 -0.07677021 -0.09124151 -0.06327569  0.07798698
  0.20271763  0.11401842  0.23356406 -0.0765846  -0.03659992 -0.12954724
 -0.03966521 -0.15766181  0.04323437 -0.1260367  -0.02496946 -0.09660057
  0.1111514   0.07211854  0.32681984 -0.06137913 -0.03047827 -0.06687032
  0.00984715  0.11910937]","['responsible', 'asian', 'regional', 'basic', 'powell', 'form', 'committee', 'premier', 'defense', '1999', 'early', 'funds', 'challenges', 'workers', 'adopt', 'beginning', 'made', 'factors', 'views', 'internal']"
carried,"[ 0.06960866  0.05843386  0.1921389   0.18437798 -0.07862855 -0.05925791
  0.03855242  0.0496566  -0.11795087  0.07810441 -0.059463    0.10856587
 -0.14220431  0.08971796  0.05540643 -0.0045103  -0.11118476  0.11144884
  0.04583147  0.11061206 -0.03932496  0.11392326  0.09879931  0.105513
  0.03281775  0.23610845  0.04978147 -0.18823026  0.04416515  0.02055959
 -0.07145676  0.12129688  0.1056455  -0.04567405 -0.25739565  0.2851244
  0.1487758   0.00607239  0.01069357 -0.08671705 -0.09315113 -0.04469898
  0.08886183  0.10646707  0.1777155   0.03648785  0.03632098  0.12026022
 -0.0195819  -0.07114728]","['systems', 'beneficial', 'build', 'hard', 'anniversary', 'therefore', 'guarantee', 'tenghui', 'workers', 'reason', 'course', 'vice', 'made', 'continued', 'spirit', '1999', 'committee', 'remarks', 'historic', 'antichina']"
exercise,"[-0.14891729 -0.13116628  0.00800808 -0.03833991  0.05657355 -0.08714745
 -0.06688316  0.04680518 -0.06838118 -0.12596402 -0.07832345  0.02428673
  0.09249464  0.15482432  0.26763582  0.01724312  0.03430459  0.1756526
 -0.1665037  -0.09845278  0.02480497  0.07295927  0.05626247 -0.23804513
  0.19378996  0.13393593 -0.11985812 -0.08966947  0.15623836 -0.05656561
 -0.05975631  0.0551577   0.14059258  0.00332058  0.05824818 -0.06307115
 -0.05757356 -0.22831881  0.05039046 -0.13385323  0.01038558 -0.15433303
  0.08659758 -0.16733028  0.01123457  0.014037   -0.14204901 -0.13645099
  0.09098578  0.15298492]","['open', 'industries', 'made', 'field', 'difficulties', 'early', 'form', 'adopt', 'entered', 'aircraft', 'regional', 'defense', 'prc', 'standing', 'person', 'big', 'beginning', 'protecting', 'greatly', 'concerned']"
zhang,"[ 0.01428374  0.01747091 -0.04306873  0.3711651  -0.08002219 -0.23972344
 -0.09754288  0.31481963 -0.09891656 -0.27092245 -0.03630526 -0.21093775
 -0.36363006 -0.36632386  0.000853   -0.28735432  0.01182744  0.25143322
  0.21012905 -0.28243768  0.17261879  0.08523024  0.18378855  0.04386742
 -0.47467434 -0.06974139 -0.44222358  0.0098994   0.08848587  0.17546864
  0.01123872 -0.04849963  0.1837518  -0.03837158  0.08229131  0.2743732
  0.32164323  0.24550016  0.02895071 -0.06135377  0.07237223  0.30651346
  0.12614863  0.28462306  0.0191962   0.21227397  0.21096513  0.020665
 -0.00236994 -0.49187693]","['principles', 'component', 'lot', 'different', 'together', 'pressure', 'nmd', 'began', 'students', 'think', 'paid', 'make', 'expand', 'existing', 'income', 'britain', 'reform', 'management', 'practical', 'treaty']"
impact,"[-0.03220972  0.00275392 -0.06212151 -0.07053577 -0.00469068  0.12370326
 -0.02253362  0.06404296  0.03584341 -0.20892751  0.06210231  0.14096889
  0.1492083   0.10422974 -0.09185144  0.03473565 -0.14276262 -0.05037222
 -0.23869646  0.09846168 -0.15806563 -0.04117446 -0.01694631  0.22751965
  0.43993312 -0.01554871  0.04503934  0.07707435 -0.28518978 -0.02920845
  0.135023   -0.0573332   0.00916406 -0.12578963 -0.02442209  0.08583209
  0.08652665 -0.1583996  -0.03434202  0.18046486 -0.22356164 -0.1085605
  0.10911958 -0.18315561 -0.08583017 -0.14493528 -0.13709226  0.12233693
 -0.19036897  0.2074217 ]","['addition', 'hand', 'old', 'administrative', 'establishment', 'south', 'better', 'zemin', 'around', 'aircraft', 'field', 'reason', 'science', 'japanese', 'industrial', 'asked', 'workers', 'high', 'human', 'problems']"
reason,"[-0.231049   -0.08684046 -0.03872818 -0.2204082   0.02277093 -0.04744563
 -0.1606921   0.02691372  0.22062157  0.15785126  0.13376695  0.08639935
 -0.18481927  0.04995309  0.09297629  0.00928747 -0.03481747 -0.19344582
 -0.05537362  0.12161519  0.05923666  0.15791158 -0.04268478  0.046263
  0.20777324  0.15173154  0.08522016  0.04054952  0.03930573 -0.0104906
  0.00554346  0.02649911 -0.02575804  0.11992622  0.06937749 -0.08337533
 -0.04679522 -0.04523567  0.03385685  0.00252903  0.23615149 -0.02685039
 -0.01620975 -0.0677489   0.13206056 -0.05810256 -0.06835897 -0.19151096
  0.03391788 -0.07195519]","['constitution', 'get', '50', 'stressed', 'workers', 'official', '10th', 'npc', 'korea', 'resolutely', 'rule', 'due', 'technological', 'office', 'industries', 'zemin', 'using', 'young', 'political', 'guidance']"
strength,"[-0.15596327  0.05351219  0.0135028   0.13241585 -0.09646051 -0.02505116
 -0.00320356 -0.10488886 -0.01112228  0.0153685  -0.08964308  0.27417433
 -0.03726602  0.15972856  0.09155335 -0.04542283 -0.19538632  0.10411495
 -0.06850756  0.19188859  0.01124363  0.12747677 -0.15006849  0.12015999
  0.04440548  0.1248658   0.06654685 -0.07482807 -0.05556073 -0.06292646
 -0.08688402  0.03551919 -0.04791296 -0.06258747 -0.18012011  0.00895896
  0.10579943  0.03550791 -0.16376898  0.13623881 -0.18211277 -0.02262918
  0.0953228  -0.14064805 -0.00588253 -0.09161561 -0.07015289  0.02515049
 -0.04862916  0.04083923]","['workers', 'guarantee', '40', 'department', 'defense', 'antichina', 'structure', 'made', 'financial', 'building', 'early', 'resources', 'province', 'command', 'something', 'anniversary', 'dialogue', 'current', 'establishment', 'funds']"
russian,"[-0.19164765  0.03455972  0.08767642 -0.43962842 -0.25002417 -0.09686916
  0.1916432  -0.08679307 -0.0592445   0.24808957  0.10123377 -0.02494631
  0.25286353  0.3127944  -0.04591197  0.4497489   0.08470472 -0.28026316
  0.43192422 -0.27547854 -0.07313555 -0.06965633 -0.18557456 -0.28157008
 -0.04218222 -0.15234818  0.3358842   0.04944866  0.13466439  0.40287971
  0.07362121  0.06929963 -0.16730893  0.29359305  0.30548155  0.22820002
 -0.12173007  0.23055409  0.1395348   0.07336377 -0.01487005  0.0810125
 -0.08575486  0.14971735 -0.38469344  0.01734536  0.2738175  -0.18401383
  0.2657477   0.18103442]","['comrade', '50', 'outstanding', 'says', 'play', 'five', 'among', 'space', 'rural', 'brought', 'premier', 'difficult', 'led', 'historical', 'lu', 'area', 'office', 'members', 'capital', 'real']"
far,"[ 0.06581184 -0.17963229 -0.1770016   0.30826628 -0.01799699  0.06220696
  0.12222635  0.07447674 -0.00816791 -0.1789159  -0.04039127 -0.06926627
 -0.2239909  -0.06282175  0.01762087 -0.3369309  -0.12622106  0.05478951
 -0.00201162  0.04200444  0.2988365  -0.2129024  -0.04268365 -0.01462833
 -0.05243313  0.18320073 -0.21963006  0.04919536  0.00619943  0.01693366
 -0.16582811 -0.29548565  0.12074907 -0.0785708   0.08141126  0.0036221
  0.06842787  0.23920326 -0.2864528  -0.09384873  0.15504466 -0.01929566
  0.21703069  0.05871269  0.07253055  0.1789448  -0.14019291  0.08447988
 -0.25904506 -0.3560874 ]","['theory', 'cold', 'present', 'marxism', 'expand', 'defense', 'provincial', 'hard', 'existing', 'properly', 'wei', 'since', 'sea', 'lot', 'goal', 'complete', 'could', 'emphasized', 'judicial', 'handle']"
result,"[ 0.04695451 -0.0526297   0.00470754  0.04699221 -0.2209616   0.06758226
 -0.26068953  0.3134787  -0.01851916 -0.14917281 -0.02238316  0.04824413
 -0.32254225 -0.16927421  0.16551271 -0.17072354 -0.03105569  0.05748241
  0.0429209   0.25413415  0.04177108  0.12012267  0.43692183  0.10696787
 -0.00466526 -0.03826332 -0.01353702  0.00501447 -0.13239193  0.05452774
  0.16435482 -0.11675907  0.01656931  0.04225051 -0.10961416  0.01556216
  0.09375887 -0.06939679 -0.10310257  0.08264041 -0.14452507 -0.13335104
  0.0071729   0.28159025  0.00536143 -0.14238615  0.05196538  0.31979734
 -0.16371275 -0.13341972]","['role', 'drive', 'deputy', 'tang', 'amount', 'course', 'election', 'parties', 'implementation', 'financial', 'goal', 'facing', 'israel', 'communist', 'evil', 'even', 'inspection', 'current', 'high', 'eight']"
million,"[-0.19538538 -0.39006445  0.13819785 -0.32246926 -0.52010113 -0.20081568
  0.09009892  0.01380233  0.17435314  0.11092641  0.12693459  0.07108323
 -0.19052832  0.12537858  0.38943475  0.27031973  0.2409347  -0.07499292
  0.41472998  0.01781226  0.272749   -0.07807188 -0.26556033  0.19879763
  0.05032761  0.22178626  0.22408904 -0.18430184  0.18608071  0.05373427
  0.24115294 -0.09846454  0.14496182  0.27113742 -0.12834615  0.33993012
 -0.20841576  0.27265346  0.1046776  -0.0726409   0.33651215  0.16880088
 -0.13549758  0.02540459  0.30803633 -0.19695733  0.10933414 -0.03766154
  0.30522782 -0.09205027]","['regulations', 'safeguarding', 'educational', 'rok', 'wish', 'highlevel', 'budget', 'office', 'direction', 'fully', '4', 'behind', 'expected', 'training', 'assistance', '50', 'actual', '20', 'standards', 'visited']"
give,"[ 0.16652589  0.02759427  0.096225    0.29871935 -0.02693568  0.01197836
  0.01067182  0.10168371  0.01678628  0.31762034 -0.3513748   0.13279557
  0.04568148 -0.33553395  0.07110519 -0.03588483  0.25480607  0.0070967
 -0.15762022 -0.02815023  0.11232007 -0.01370194  0.07840045  0.13795803
 -0.1919731  -0.19423561 -0.25834003 -0.02383316 -0.03282925 -0.08497298
  0.29432076 -0.08554276  0.060417   -0.13095975 -0.0252743  -0.33325016
  0.35260782 -0.16389926 -0.01378682  0.14350998  0.19601628  0.11336878
  0.17278358 -0.05583728  0.14008377 -0.2572059  -0.0671146  -0.05295043
  0.04757695 -0.03223327]","['whole', 'prc', 'views', 'nature', 'adopt', 'since', 'positive', 'early', 'direct', 'arms', 'deal', 'vigorously', 'planes', 'task', 'communist', 'goal', 'shall', 'business', 'later', 'police']"
1999,"[ 0.0678298  -0.21904315  0.09052292  0.08602093 -0.09557966 -0.07033964
 -0.19468655  0.13267106 -0.10850626  0.31722903 -0.01926167  0.02237988
  0.05117752  0.06333608  0.17130074  0.06652369  0.04236864 -0.05651676
  0.17649704  0.02838016  0.23564644 -0.00371115  0.06422868  0.05768822
 -0.05000988 -0.15641722  0.03395222 -0.3611655  -0.04322543  0.09819694
 -0.13708682  0.11055353  0.27734205 -0.08328246 -0.18684736  0.06836035
  0.12521182  0.23815696  0.05407965  0.0759008  -0.1524968  -0.01785581
 -0.0667224   0.09296428  0.08459872 -0.03524205  0.08941095 -0.00416982
 -0.09553152 -0.06000043]","['hard', 'therefore', 'back', 'environment', 'resources', 'economy', 'remarks', 'state', 'used', 'hoped', 'territorial', 'higher', 'aspects', 'mutual', 'asian', 'much', 'know', 'personnel', 'fully', 'political']"
regulations,"[-0.01108245 -0.06644473  0.08361068  0.08268172  0.12350964 -0.07917985
  0.01817542  0.04278005 -0.1339756   0.14848614 -0.00764955  0.06506325
  0.01896363  0.0564142   0.149797   -0.03711368  0.22358303 -0.04239959
 -0.00198655 -0.05176538 -0.10141613  0.09220308 -0.1320858  -0.06238203
 -0.08898609  0.19619006 -0.05781293 -0.09525602  0.11015695 -0.03287007
  0.01491367  0.04719886  0.13511777 -0.02303945 -0.16410463 -0.07027176
  0.07201257 -0.00440886 -0.06221681 -0.17882581  0.03743971  0.1106884
 -0.00787177  0.0316409   0.2531153   0.08922798 -0.03351905 -0.11268636
  0.04545514 -0.19072455]","['pressure', 'defense', 'establish', 'laid', 'open', 'factors', 'hard', 'workers', 'adopt', 'asian', 'spirit', 'working', 'propaganda', 'systems', 'get', 'exchange', 'committee', 'build', 'greatly', 'develop']"
local,"[-0.08341636 -0.36373562  0.44964522 -0.22381115 -0.45905    -0.22934017
 -0.06680275 -0.16819687  0.1059297   0.21715252  0.06008156  0.2099085
 -0.13816476  0.14739731  0.428231    0.30897352  0.3400374  -0.17859912
  0.2734329   0.04951746  0.4047429  -0.13709608 -0.1531714   0.2548109
  0.17412308  0.09793876  0.29898825 -0.3108208   0.34085023  0.18415378
  0.03446892 -0.10407242 -0.04545502 -0.05234709 -0.13893634  0.14541896
 -0.25232658  0.18706098 -0.19422808 -0.00509983  0.31667447 -0.08761042
  0.00125982 -0.24271555  0.08490342 -0.21340221 -0.08139982 -0.23933575
  0.40414494  0.22004189]","['result', 'highlevel', 'putin', 'needs', 'educational', 'assistance', 'budget', 'space', 'aspects', 'wish', 'increased', 'office', 'difficulties', 'policies', 'officials', 'mutual', 'fully', '50', 'quite', 'generation']"
session,"[ 0.20274828 -0.00805797  0.16476981  0.16345663  0.1397875  -0.18026634
 -0.09910464  0.19040364 -0.2002474   0.19687206  0.06279977  0.25053227
  0.12537043  0.01198436  0.02995702  0.06056721  0.00514342  0.19800454
  0.06668026 -0.37732637  0.06810444  0.37492412  0.02688265  0.25189885
  0.00820195 -0.09639043 -0.21146874 -0.35131285 -0.01154773  0.34501278
 -0.17736591  0.36353943  0.49889153 -0.2620786  -0.16472127 -0.02405974
  0.21388867  0.15708436 -0.02062431  0.2135672  -0.2225063  -0.2298242
 -0.03561524  0.1431798   0.13398464  0.04862323  0.33432573  0.23049676
 -0.0929317  -0.01596392]","['give', 'therefore', 'higher', 'laws', 'challenges', 'hoped', 'regional', 'component', 'late', 'management', 'evil', 'hard', 'make', 'remarks', 'next', 'see', 'asian', 'february', 'corruption', 'agricultural']"
implementation,"[ 0.13639809  0.2861997   0.00343977  0.09423632  0.02688195 -0.13805577
  0.03440181  0.29460183  0.02168602 -0.11774679  0.11825544  0.10983334
 -0.2157785   0.17635989  0.00675814  0.1039289  -0.03401297 -0.02755525
 -0.03357293  0.02165261 -0.33854684  0.25567153  0.1601502  -0.0889864
  0.10189468  0.08568292  0.07479219  0.0571769  -0.00291016  0.12258518
  0.1834698  -0.05559926 -0.00221067 -0.08165074 -0.1594196   0.16591033
  0.04457005  0.05978814 -0.10000295  0.01697636 -0.34207729 -0.01943307
  0.13362975 -0.06658638 -0.0901024   0.02363817  0.0087588  -0.0393768
  0.11736275  0.04151859]","['israel', 'better', 'religious', 'first', 'anniversary', 'field', 'historical', 'talks', '100', 'operation', 'science', 'committee', 'relationship', 'closely', 'xinhua', 'integrity', 'big', 'fields', 'made', 'democratic']"
given,"[-0.11984469 -0.04326215 -0.14262111  0.07220338 -0.0908903   0.26014045
 -0.252401    0.13689965  0.2314046   0.01026249 -0.04472516  0.09382573
 -0.00482346 -0.03268127 -0.0822966  -0.11567237 -0.09448979  0.1012924
 -0.22408396  0.06357593 -0.17894301  0.08932736  0.311395    0.02746826
  0.05607803  0.00629124  0.02423114  0.12536786 -0.11052295 -0.00832244
  0.17751405 -0.02045218  0.07166746  0.14953385 -0.02472116 -0.01527408
  0.05958942 -0.0686028  -0.039977    0.17193563 -0.12558638 -0.16359723
  0.02100539  0.03670918  0.13972409 -0.32062864  0.10638151  0.11924788
 -0.20226294 -0.0723364 ]","['human', 'high', 'drive', 'role', 'planes', 'stable', 'positive', 'particular', 'current', 'improvement', 'struggle', 'good', 'using', 'strengthening', 'global', 'land', 'workers', 'stated', 'zemin', 'goal']"
